name,country,industry,website,phone,address,city,linkedin_url,google_maps_url,source
Perolini - Affitti Appartamenti Stagionali,IT,Real Estate,,+39 0365 642378,"Via Benamati, 47, 25084, Toscolano Maderno",Toscolano Maderno,,,overpass
MilanHouses,IT,Real Estate,https://milanhouses.com,+393772834928,"Piazzale Brescia, 16, 20148, Milano",Milano,,,overpass
Agenzia immobiliare Studio Champoluc,IT,Real Estate,,,"Route Ramey, 70",,,,overpass
Bonetto Immobiliare,IT,Real Estate,,,,,,,overpass
Immobiliare Monvalle,IT,Real Estate,,,,,,,overpass
Istituto Immobiliare Lombardo,IT,Real Estate,,,,,,,overpass
Tecno Immobiliare,IT,Real Estate,,,,,,,overpass
Futura Elicasa Immobiliare,IT,Real Estate,,,"Viale San Lorenzo, 11",,,,overpass
Graziato Immobiliare,IT,Real Estate,http://www.agenziagraziato.it,+39 0429 600655,"Via Cesare Battisti, 25, 35042, Este",Este,,,overpass
Ares Immobiliare,IT,Real Estate,,+39 0429 602017,"Via Principe Amedeo, 20, 35042, Este",Este,,,overpass
Soluzione Casa,IT,Real Estate,,,"Viale Rovereto, 3, 38122, Trento",Trento,,,overpass
Artecasa,IT,Real Estate,,,"Via Fratelli Perini, 179, 38122, Trento",Trento,,,overpass
Casa & Co.,IT,Real Estate,,+39 348 5558041,"Via Principe Amedeo, 52b, 35042, Este",Este,,,overpass
Crema Immobiliare,IT,Real Estate,,,,,https://www.linkedin.com/company/crema-immobiliare/,,overpass
Adriatica,IT,Real Estate,,+39 085 845854,"Viale Alcione, 17",,,,overpass
Immobiliare Fermi,IT,Real Estate,https://www.immobiliarefermi.it,+39085815794,"Viale Alcione, 23 D",,,,overpass
Espansione,IT,Real Estate,https://espansioneimmobiliare.com,+390854910777,"Viale Alcione, 41",,,,overpass
Arianna,IT,Real Estate,,,,,,,overpass
Agenzia Torre Verde,IT,Real Estate,https://www.agenziatorreverde.it,+39 0463 422422,"Via Roma, 5, 38023, Cles",Cles,,,overpass
Agenzia Immobiliare Cles,IT,Real Estate,,,,,,,overpass
Agenzia Immobiliare Fassa,IT,Real Estate,,,"Troi de Vich, 2, 38036, Pozza di Fassa",Pozza di Fassa,,,overpass
Torre Verde,IT,Real Estate,http://www.agenziatorreverde.it,+39 0461 605465,"Via Alcide De Gasperi, 41, 38017, Mezzolombardo",Mezzolombardo,,,overpass
Devigigli Immobiliari,IT,Real Estate,http://www.immobiliaredevigili.it,+39 0461 604214,"Corso del Popolo, 38, 38017, Mezzolombardo",Mezzolombardo,,,overpass
Chiocciola Immobiliare,IT,Real Estate,,+39 0871 563 449,,,,,overpass
TecnoImmobiliare,IT,Real Estate,https://www.tecno-immobiliare.com,+39 087 156 2324,,,https://www.linkedin.com/company/tecnoimmobiliare/,,overpass
Prima casa,IT,Real Estate,,+393496630665,Viale Alcione,,,,overpass
Coletti Casa,IT,Real Estate,,,"Viale Nettuno, 27 C",,,,overpass
Joint,IT,Real Estate,,+39 0424 406778,,,,,overpass
Prestige immobiliare,IT,Real Estate,,,,,https://www.linkedin.com/company/prestige-immobiliare/,,overpass
Personal Real estate,IT,Real Estate,,,,,,,overpass
Centro immobiliare,IT,Real Estate,,,,,,,overpass
Meeting Casa,IT,Real Estate,,+39 02 6150598,,,,,overpass
Cooperativa Forlivese di Edificazione,IT,Real Estate,,,,,,,overpass
Intermedia Immobiliare,IT,Real Estate,https://intermedia-tn.it,+39 0461917555,"Via Bolghera, 31, 38122, Trento",Trento,https://www.linkedin.com/company/intermedia-immobiliare/,,overpass
Banca Immobiliare,IT,Real Estate,,,,,,,overpass
SpazioCasa Forlì,IT,Real Estate,,,,,,,overpass
La Vela,IT,Real Estate,http://www.agenzialavela.it,,"Fondamenta Pescheria, 5",,,,overpass
Domus & Finance,IT,Real Estate,,,,,,,overpass
Agenzia immobiliare Dintorni,IT,Real Estate,,,"Piazza delle Erbe, 16, 38017, Mezzolombardo",Mezzolombardo,,,overpass
Zentari,IT,Real Estate,,,"Piazza delle Erbe, 11, 38017, Mezzolombardo",Mezzolombardo,,,overpass
Redivo,IT,Real Estate,,,"Via Venti Settembre, 12a, 33080, Roveredo in Piano",Roveredo in Piano,,,overpass
Immobiliare Alpina,IT,Real Estate,,,"Strada de Meida, 12, 38036, Pozza di Fassa",Pozza di Fassa,,,overpass
Marchiori & Contino,IT,Real Estate,,,,,,,overpass
Immobiliare Serani,IT,Real Estate,https://www.immobiliareserini.it,+39 0733 292767;+39 349 1572013,"Borgo Piediripa, 96, 62100, Piediripa",Piediripa,,,overpass
Stimacasa,IT,Real Estate,,,"Piazza dell'Alberone, 37",,,,overpass
Torre Verde Immobiliari,IT,Real Estate,http://www.agenziatorreverde.it,+39 0461 435001,"Via dei Solteri, 49/1, 38121, Trento",Trento,,,overpass
Taloni,IT,Real Estate,,,"Via Veturia, 34, 00181, Roma",Roma,,,overpass
Lakeside Realestate,IT,Real Estate,,,,,,,overpass
TrentoCasa,IT,Real Estate,,,"Via Torre Verde, 10, 38122, Trento",Trento,,,overpass
B.A.I.T.A. - Belle Abitazioni In Tutta Ayas,IT,Real Estate,,,"Route Maitre Dondeynaz, 23",,,,overpass
Fondocasa,IT,Real Estate,,,"Via Milano, 231, Como",Como,,,overpass
Remax,IT,Real Estate,,,"Via Martiri della Resistenza, 25, 60125, Ancona",Ancona,,,overpass
Castle Immobiliare,IT,Real Estate,,,"Via Galileo Galilei, 12, 38122, Trento",Trento,,,overpass
Caricasa,IT,Real Estate,https://caricasa.it/agenzia/agenzia-san-lorenzo-al-mare,+39 0183 1970395,"Via Roma, 6, 18017, San Lorenzo al Mare",San Lorenzo al Mare,,,overpass
Stefy Immobiliare,IT,Real Estate,https://www.stefyimmobiliare.com,+39 077 1504080,,,,,overpass
Lidense Immobiliare,IT,Real Estate,,,"00121, Roma",Roma,,,overpass
Immobiliare Mansuino,IT,Real Estate,,,,,,,overpass
P.S Mediazioni e servizi immobiliari,IT,Real Estate,,,,,,,overpass
Arte di Abitare,IT,Real Estate,,,,,,,overpass
Nicola Zucca,IT,Real Estate,,,"Piazzetta del Centro Commerciale, 15, 16011, Arenzano",Arenzano,,,overpass
L'Ambrosiana,IT,Real Estate,https://ambrosianaimmobiliare.it,,"Via Santa Lucia, 24, Padova",Padova,,,overpass
Studio Casale di Lorenzo Arrigoni & C.,IT,Real Estate,,+39 0377 84333,"Via Marsala, 60, 26841, Casalpusterlengo",Casalpusterlengo,,,overpass
Agenzia Mediterranea,IT,Real Estate,,,,,,,overpass
Immobiliare Gandolfo,IT,Real Estate,,,"Piazza Giuseppe Garibaldi, 26, 18012, Bordighera",Bordighera,,,overpass
Vettori Immobilien,IT,Real Estate,,,"Via Alcide De Gasperi, 33, 38017, Mezzolombardo",Mezzolombardo,,,overpass
Studio Antey sas,IT,Real Estate,http://www.studioantey.com,+39 347 4583463,,,,,overpass
Immobiliare Guglie,IT,Real Estate,,,"1121, 30121",,,,overpass
Tecnocasa affiliato,IT,Real Estate,,,"Via della Resistenza, 17, 38123, Povo",Povo,,,overpass
Solo Affitti,IT,Real Estate,,,"Viale Abruzzi, 23",,,,overpass
Altavista,IT,Real Estate,,,,,,,overpass
Agenzia Immobiliare Cortesi,IT,Real Estate,,,,,,,overpass
House Immobiliare,IT,Real Estate,,,,,,,overpass
Rexer,IT,Real Estate,,,"Via Giosuè Carducci, 4, 20123, Milano",Milano,https://www.linkedin.com/company/rexer/,,overpass
051 immobiliare,IT,Real Estate,,,,,https://www.linkedin.com/company/051-immobiliare/,,overpass
Effegi Gruppo Immobiliare,IT,Real Estate,,,"Piazza Conciliazione, 1a, 20063",,https://www.linkedin.com/company/effegi-gruppo-immobiliare/,,overpass
Obiettivo Casa,IT,Real Estate,,+39 0429 602433,"Piazza Beata Beatrice, 5, 35042, Este",Este,,,overpass
Gruppo immobiliare Livorno,IT,Real Estate,,,"Via Provinciale Pisana, 123",,,,overpass
La Casa,IT,Real Estate,,,,,,,overpass
Agenzia La Pineta,IT,Real Estate,http://www.agenzia-lapineta.it,,"Via del Tirreno, 3, 58100, Principina a Mare",Principina a Mare,,,overpass
Homes Conegliano,IT,Real Estate,,,,,,,overpass
Lodigiana Case,IT,Real Estate,,,,,,,overpass
Gallery Immobiliare,IT,Real Estate,,,,,,,overpass
Pitieffe Case,IT,Real Estate,http://www.pitieffecase.it,+390392209800;+393935796852,"Corso Europa, 8, 23873, Missaglia",Missaglia,,,overpass
Immobiliare House,IT,Real Estate,,,1,,,,overpass
Istituto Immobiliare di Roma,IT,Real Estate,,+39 0761797141,12,,,,overpass
immobiliare Domizil,IT,Real Estate,,,,,,,overpass
Miriam Immobiliare,IT,Real Estate,http://www.miriamimmobiliare.it,,"Via degli Osci, 18",,,,overpass
Rotunno Immobiliare,IT,Real Estate,http://www.rotunnoimmobiliare.it,,18,,,,overpass
agenzia edilucerna,IT,Real Estate,,,,,,,overpass
18Montenapoleone,IT,Real Estate,https://www.18montenapoleone.it,,"Via Monte Napoleone, 18, 20121, Milano",Milano,,,overpass
Casa Mia,IT,Real Estate,,,"Via Piave, 11",,,,overpass
Ellebi,IT,Real Estate,,,,,,,overpass
Euro 3 Immobiliare,IT,Real Estate,https://www.euro3immobiliare.it,+39 0736 780132,"Corso Giuseppe Mazzini, 108, 63100, Ascoli Piceno",Ascoli Piceno,,,overpass
So.Ge.Co,IT,Real Estate,,,,,,,overpass
Alpina immobiliare,IT,Real Estate,,,,,,,overpass
Costantino Immobiliare,IT,Real Estate,https://www.costantino.immo,+39 0161 252825,"Corso Giuseppe Garibaldi, 94/96, 13100, Vercelli",Vercelli,,,overpass
Agenzia Immobiliare Angelini,IT,Real Estate,,,,,,,overpass
Toscano,IT,Real Estate,,,,,,,overpass
L'Attiko,IT,Real Estate,https://www.lattiko.it,+39 0525 1930232,,,,,overpass
Milano Servizi Immobiliari,IT,Real Estate,,,,,,,overpass
Cuneovalli Immobiliare,IT,Real Estate,,,"Corso Nizza, 59",,,,overpass
Aurimmobil,IT,Real Estate,https://aurimmobil.com,+39 0474 496140; +39 333 484 8963,,,https://www.linkedin.com/company/aurimmobil/,,overpass
MB Immobiliare,IT,Real Estate,,,,,,,overpass
Casa della Rosa,IT,Real Estate,http://www.casadellarosa.it,,"Corso Europa, 97",,,,overpass
gb Immobiliare,IT,Real Estate,,,,,,,overpass
MediaCasa,IT,Real Estate,,,,,,,overpass
Geo Immobiliare,IT,Real Estate,,,,,,,overpass
Castello Immobiliare,IT,Real Estate,https://www.castelloimmobiliarefondi.it,+39 077 1523028,,,,,overpass
Immobiliare Le Torri,IT,Real Estate,,+39 059 2152380,"Via Alassio, 216, 41125, Modena",Modena,,,overpass
Agenzia immobiliare Tempocasa,IT,Real Estate,,,"Via Martiri di Cefalonia, 6, 20097, San Donato Milanese",San Donato Milanese,,,overpass
Riviera Blu Agenzia Immobiliare,IT,Real Estate,,+39 019 481925,"Corso Filippo Ferrari, 125, 17011, Albisola Superiore",Albisola Superiore,,,overpass
Edilcasa,IT,Real Estate,,,"Via Salvatore Sassi, 40, 23900, Lecco",Lecco,,,overpass
DeaCasa,IT,Real Estate,https://www.deacasa.it,+39 077 1500114; +39 077 1515629,,,,,overpass
Five Consulting Srl,IT,Real Estate,https://www.five-c.com,+39 030 7461660,,,,,overpass
Casa e Servizio,IT,Real Estate,,,,,,,overpass
Immobiliare Europa,IT,Real Estate,,,,,,,overpass
Guerrazzi Immobiliare,IT,Real Estate,,,"Via di Sottoripa, 26 rosso",,,,overpass
Regionale Costruzioni e Impianti S.n.c. di M. e M. Stolfa,IT,Real Estate,,+39 040 201081,,,,,overpass
Casa Amica,IT,Real Estate,,,,,,,overpass
Abita,IT,Real Estate,,+39 3358790259,"Via Fillungo, 229, 55100, Lucca",Lucca,,,overpass
Le Case del Lago,IT,Real Estate,,,,,,,overpass
SedeCasa,IT,Real Estate,,,,,,,overpass
Tonzuso,IT,Real Estate,,,,,,,overpass
American agency,IT,Real Estate,,,"Lungarno Torrigiani, 33b, 50125, Firenze",Firenze,,,overpass
Studio Paoli,IT,Real Estate,,,"Via del Ponte Rosso, 49 R, Firenze",Firenze,,,overpass
Immobiliare Segalerba,IT,Real Estate,https://immobiliaresegalerba.it,+39 010 2770607,"Via Polleri, 8 rosso, 16125, Genova",Genova,https://www.linkedin.com/company/immobiliare-segalerba/,,overpass
Nuova Levante Casa | Agenzia Immobiliare a Lavagna,IT,Real Estate,https://www.nuovalevantecasa.com,+39 01851991570,"Corso Giuseppe Mazzini, 6, 16033, Lavagna",Lavagna,,,overpass
WS Group,IT,Real Estate,,,"Via Vittorio Emanuele Secondo, 3, 20900, Monza",Monza,,,overpass
Area Platinum,IT,Real Estate,,,"Via Carlo Alberto, 19a, 20900, Monza",Monza,,,overpass
Immobiliare i90,IT,Real Estate,https://www.immobiliare90.net,,"Via Carlo Alberto, 46, 20900, Monza",Monza,,,overpass
Gabetti,IT,Real Estate,,,"Via Carlo Alberto, 40, 20900, Monza",Monza,,,overpass
Royal,IT,Real Estate,https://monza.royal-immobili.it,+390393900383,"Via Fratelli Cairoli, 3, 20900, Monza",Monza,,,overpass
Etna Real Estate,IT,Real Estate,,,,,,,overpass
SOGIM,IT,Real Estate,,,"Via Alessandro Pennati, 2, 20900, Monza",Monza,,,overpass
Errecicasa,IT,Real Estate,,,"Via Andrea Appiani, 3a, 20900, Monza",Monza,,,overpass
Engel & Völkers,IT,Real Estate,,+39 039 2326213,"Via Bartolomeo Zucchi, 28d, 20900, Monza",Monza,,,overpass
Ruggieri Case,IT,Real Estate,https://www.ruggiericase.com,,"Via Michelangelo Buonarroti, 9a, 20900, Monza",Monza,,,overpass
Ms Immobiliare,IT,Real Estate,https://msimmobiliare.it,+390399373233,"Via Vittorio Emanuele Secondo, 32, 20900, Monza",Monza,,,overpass
Agenzia Neve,IT,Real Estate,http://agenzianeve.it,+39 045 7075074,"Via Roma, 51, 37020, Erbezzo",Erbezzo,,,overpass
Cerchiara,IT,Real Estate,https://www.cerchiaraimmobiliare.it,+390399405670,"Via Lodovico Pavoni, 10, 20900, Monza",Monza,,,overpass
La Lombarda,IT,Real Estate,https://www.lalombarda.it,,"Via dei Mille, 6b, 20900, Monza",Monza,,,overpass
Interaffari Immobiliare,IT,Real Estate,https://interaffariimmobiliare.it,+39 0171 601051,"Viale degli Angeli, 8, 12100, Cuneo",Cuneo,,,overpass
Real Immobiliare,IT,Real Estate,https://www.realimmobiliaremonza.com,+39 039 324303,"Piazza Gianni Citterio, 2, 20900, Monza",Monza,,,overpass
Gallarotti,IT,Real Estate,,,,,,,overpass
Bassi Immobiliare,IT,Real Estate,https://www.bassimmobiliare.it,+39 039 2315409,"Via Lecco, 3a, 20900, Monza",Monza,https://www.linkedin.com/company/bassi-immobiliare/,,overpass
Grimaldi Immobiliare,IT,Real Estate,,,"Via Alessandro Manzoni, 16, 20900, Monza",Monza,,,overpass
Immobiliare Casa e Vacanze,IT,Real Estate,,,,,,,overpass
Immobiliare Domus,IT,Real Estate,,,,,https://www.linkedin.com/company/immobiliare-domus/,,overpass
.edilintesa,IT,Real Estate,,,"Piazza Achille Grandi, 2, 20900, Monza",Monza,,,overpass
Serenissima Immobiliare,IT,Real Estate,,,,,,,overpass
Immobil Group,IT,Real Estate,,,"Via Cadorna, 4a, 26013",,,,overpass
Mondo Casa,IT,Real Estate,,,"Viale Roma, 134, 70038, Terlizzi",Terlizzi,,,overpass
Acropoli Immobiliare,IT,Real Estate,https://www.acropoliimmobiliare.it,,"Via Fieschi, 3/27, 16121, Genova",Genova,,,overpass
Immobiliare Roero,IT,Real Estate,,,"Piazza Vittorio Veneto, 4, 12048, Sommariva del Bosco",Sommariva del Bosco,,,overpass
Studio Immobiliare Rossoni,IT,Real Estate,https://www.immobiliarerossoni.it,+39 0331 252615,"Via Giuseppe Mazzini, 17, 21019, Somma Lombardo",Somma Lombardo,,,overpass
Optima,IT,Real Estate,,,"Via Magenta, 9d, 20900, Monza",Monza,,,overpass
Faby Immobiliare,IT,Real Estate,http://www.immobilinfo.it,+39 0771 513763;+39 320 2609594,,,,,overpass
Primacasa,IT,Real Estate,,,,,,,overpass
Il sogno immobiliare,IT,Real Estate,,,"Via Vincenzo Cappelluti, 75100, Matera",Matera,,,overpass
l'Arca Immobiliare,IT,Real Estate,https://www.larcaimmobiliare.it,+39 0773 540153;+39 338 5207510;+39 334 6001154,95,,,,overpass
Centrocasa,IT,Real Estate,,,,,,,overpass
Olimpia s.r.l.,IT,Real Estate,,,,,,,overpass
Casa elite,IT,Real Estate,,,,,,,overpass
Holidays S.r.l.,IT,Real Estate,https://www.holidaysimmobiliare.com,+39 045 7552917,"Via Monte Baldo, 12a, 37019, Peschiera del Garda",Peschiera del Garda,,,overpass
Elios Immobiliare,IT,Real Estate,https://eliosimmobiliare.net,+39 0931 595116,,,,,overpass
MyA Casa,IT,Real Estate,,+39 0773 487077;+39 393 9492525;+39 3332770347,,,,,overpass
d-Casa,IT,Real Estate,,,,,,,overpass
One Real Estate,IT,Real Estate,,,,,,,overpass
Immobiliare,IT,Real Estate,,,"Corso Vittorio Emanuele Secondo, 70038, Terlizzi",Terlizzi,https://www.linkedin.com/company/immobiliare/,,overpass
Rossi Immobiliare,IT,Real Estate,,+390248022624,"Viale Coni Zugna, 37, 20144, Milano",Milano,,,overpass
Generazione Casa,IT,Real Estate,,,"Via Giuseppe Garibaldi, 120, 47921, Rimini",Rimini,,,overpass
Vendi casa con me,IT,Real Estate,,,"Viale Emilio Praga, 39, 47923, Rimini",Rimini,,,overpass
Dm soluzioni,IT,Real Estate,https://www.soluzionidm.com,,"Via Flaminia, 39b, 47923, Rimini",Rimini,,,overpass
Rete Immobiliare,IT,Real Estate,,,"Viale Giuliano Dati, 63, 47922, Rimini",Rimini,,,overpass
Studio Zara,IT,Real Estate,,,,,,,overpass
Royal case,IT,Real Estate,,,,,,,overpass
Oberrauch KG,IT,Real Estate,https://www.valgardena.it/en/addresses/detail/base/poi/ortisei-val-gardena/oberrauch-kg/FE188F693D85416BB5E89BAA242A7F17,+39 0471 054718,"Streda Rezia, 73c, 39046, Urtijëi - St.Ulrich - Ortisei",Urtijëi - St.Ulrich - Ortisei,https://www.linkedin.com/company/oberrauch-kg/,,overpass
Centro Affitti,IT,Real Estate,,,"Corso Strada Nuova, 126e, 27100, Pavia",Pavia,,,overpass
FondoCasa Pavia1,IT,Real Estate,,,"Viale Partigiani, 20, 27100, Pavia",Pavia,,,overpass
M Erre Immobiliare,IT,Real Estate,,,"Corso Giuseppe Garibaldi, 52a, 27100, Pavia",Pavia,,,overpass
Intercasa,IT,Real Estate,,,,,,,overpass
"Immobiliare ""Prima Casa""",IT,Real Estate,,,"Via Carlo Montanari, 17a, 37060, Mozzecane",Mozzecane,,,overpass
Immobiliare Eurocasa,IT,Real Estate,,,"Via Caterina Bon Brenzoni, 4, 37060, Mozzecane",Mozzecane,,,overpass
Versal,IT,Real Estate,,,"Via Roma, 44c, Mozzecane",Mozzecane,,,overpass
Immobili e Immobili,IT,Real Estate,https://www.immobilieimmobili.it,+39 0574 35555,"Via Cesare Battisti, 50, 59100, Prato",Prato,,,overpass
Tecnorete - Bussolengo 3 S.r.l.,IT,Real Estate,,,"Piazza Vittorio Veneto, 97, 37012, Bussolengo",Bussolengo,,,overpass
Easy and House,IT,Real Estate,,,"Via Fratelli Bandiera, 60, 30175, Venezia",Venezia,,,overpass
Immobiliare Piasente,IT,Real Estate,,,"Corso Venezia, 41, 37047, San Bonifacio",San Bonifacio,,,overpass
AffittiIn,IT,Real Estate,http://www.affittiin.it,+39 0461 421234,"Corso Michelangelo Buonarroti, 54a, 38122, Trento",Trento,,,overpass
Vendofacile,IT,Real Estate,,,"Via Brunetta, 5, 10059, Susa",Susa,,,overpass
Immobiliare Studio 5,IT,Real Estate,,,"Piazza Quattro Novembre, 5 A, 10059, Susa",Susa,,,overpass
FondImmobiliare,IT,Real Estate,https://www.fondimmobiliare.com,+39 0771 501020;+39 347 6434845,56,,,,overpass
Studio Idea Casa,IT,Real Estate,https://www.studioideacasa.it,+39 0125 637291,"Viale Guglielmo Marconi, 40b, 10090, Romano Canavese",Romano Canavese,,,overpass
Soluzione Immobiliare,IT,Real Estate,,,"Via Arnoldo Bellini, 1, 25077, Roè Volciano",Roè Volciano,,,overpass
Studio Valchiusella,IT,Real Estate,,,"Piazza Cavour, 10080, Vistrorio",Vistrorio,,,overpass
Prealpina,IT,Real Estate,,+39 02 96779060,"Via della Pace, 3, 22074, Lomazzo",Lomazzo,,,overpass
Immobiliare S.Pietro,IT,Real Estate,,,,,,,overpass
Venezia,IT,Real Estate,,,"Via Principale, 8",,,,overpass
Immobiliare San Giorgio,IT,Real Estate,,,,,,,overpass
La Casa Verde,IT,Real Estate,,+39 011 9839413,"Corso Avvocato Carlo Meinardi, 29, 10090, Montalenghe",Montalenghe,,,overpass
Studio San Giorgio,IT,Real Estate,https://agenzie.tecnocasa.it/piemonte/torino/san-giorgio-canavese/san-giorgio-canavese/chi-siamo.html,+39 0124 450769,"Via Dante Alighieri, 16, 10090, San Giorgio Canavese",San Giorgio Canavese,,,overpass
Monza Centro,IT,Real Estate,,,"Via Lecco, 24e, 20900, Monza",Monza,,,overpass
SM Immobiliare,IT,Real Estate,,,,,,,overpass
Il Sole,IT,Real Estate,,,,,,,overpass
Mediaffitti,IT,Real Estate,,,,,,,overpass
Lattanzio Immobiliare,IT,Real Estate,https://www.immobiliarelattanzio.it,+39 0871 560 133,"Viale Abruzzo, 58, 66100, Chieti",Chieti,,,overpass
Italia Affitti,IT,Real Estate,https://www.italiaaffitti.it/agenzie-affiliate/italia-affitti-chieti,+39 0871 552 979,"Viale Abruzzo, 72, 66100, Chieti",Chieti,,,overpass
Agenzia Monte & Mare,IT,Real Estate,,,,,,,overpass
San Martino immobiliare,IT,Real Estate,,,,,,,overpass
Art Gestioni,IT,Real Estate,,,"Corso Roma, 118, 26900, Lodi",Lodi,,,overpass
EuroCompass,IT,Real Estate,,,,,,,overpass
Agenzia Immobiliare Rivadossi,IT,Real Estate,,,,,,,overpass
Immobilienagentur Spiss,IT,Real Estate,http://www.spiss-immobilien.com,+39 0473 667447,"Hauptstraße - Via Principale, 35, 39025, Naturns - Naturno",Naturns - Naturno,,,overpass
Abitare le Marche,IT,Real Estate,,,"Via Osteria, 9, 60030, Serra de' Conti",Serra de' Conti,,,overpass
Bardoimmobiliare,IT,Real Estate,http://www.bardoimmobiliare.com,+39 0122 980515,"Via Giuseppe Francesco Medail, 56c, 10052, Bardonecchia",Bardonecchia,,,overpass
Immobiliare Briante,IT,Real Estate,https://www.immobiliarebriante.it,+39 0331 253988,"Via Milano, 10, 21019, Somma Lombardo",Somma Lombardo,,,overpass
Ballantini Paola,IT,Real Estate,,+39 0573 609054,,,,,overpass
L'arte di abitare,IT,Real Estate,,,"Via Francesco Guerrazzi, 2, 20900, Monza",Monza,,,overpass
Immobiliare Il Borgo,IT,Real Estate,,,"Via Selinunte, 51, 37138",,,,overpass
Immobiliare Pianezza,IT,Real Estate,,,,,,,overpass
Abitare Sas,IT,Real Estate,,,,,,,overpass
Quadrifoglio immobiliare,IT,Real Estate,,,"Piazza dei Re di Roma, 7, 00183, Roma",Roma,,,overpass
Il Metroquadro,IT,Real Estate,http://www.ilmq.it,+39 039 4989101,"Via Cesare Battisti, 46b, 20854, Vedano al Lambro",Vedano al Lambro,,,overpass
Studio Turotti,IT,Real Estate,,,"Viale Cesare Battisti, 3/c, 25032, Chiari",Chiari,,,overpass
Kìron,IT,Real Estate,,,"Via Centonze, 189, 98123",,,,overpass
Monza Case,IT,Real Estate,https://www.monzacase.com,+39 039 3900832,"Viale Libertà, 29, 20900, Monza",Monza,,,overpass
BauFix,IT,Real Estate,https://www.baufix.it,+39 0473 740175,"Gewerbegebiet - Zona Produttiva, 35, 39028, Schlanders - Silandro",Schlanders - Silandro,,,overpass
SELIMEX Immobilien,IT,Real Estate,,+39 0473 622000,"Gewerbegebiet - Zona Produttiva, 21, 39028, Schlanders - Silandro",Schlanders - Silandro,,,overpass
Immobiliare Sanna s.r.l.,IT,Real Estate,,,,,,,overpass
Agenzia Spadoni,IT,Real Estate,https://www.spadonicompravendita.it,,"Via Buggianese, 3, 51019, Ponte Buggianese",Ponte Buggianese,,,overpass
A. Gasperini,IT,Real Estate,,,,,,,overpass
Property,IT,Real Estate,,,"Via dell'Aquila Reale, 23/b, 00169, Roma",Roma,,,overpass
Pedrotti immobiliare,IT,Real Estate,,,"Piazza Cesare Battisti, 5, 38068, Rovereto",Rovereto,,,overpass
L'Accordo Immobiliare,IT,Real Estate,,+39 030 2091780,"Via Giovan Battista Melzi, 34, 25128, Brescia",Brescia,,,overpass
Nordnet,IT,Real Estate,,,"Via Lombardia, 9b, 20821, Meda",Meda,,,overpass
Agenzia Immobiliare Tharros,IT,Real Estate,,,"Via Giuseppe Mazzini, 113, 09170, Oristano",Oristano,,,overpass
Pinna e Brunzu,IT,Real Estate,https://www.pinnabrunzu.com,,"Via Giuseppe Mazzini, 52, 09170, Oristano",Oristano,,,overpass
Agenzia Viaggi Beraldi,IT,Real Estate,https://www.cinqueterretravel.com,+39 0187 800818,,,,,overpass
Andromeda Immobiliare,IT,Real Estate,http://www.andromedaimmobiliare.it,+39 0464076651,"Via Luigi Negrelli, 1, 38068, Rovereto",Rovereto,,,overpass
