name,country,industry,website,phone,address,city,linkedin_url,google_maps_url,source
Yourhosting,NL,IT & Software,https://www.yourhosting.nl,+31 38 850 9600,"Grote Voort, 225, 8041BK, Zwolle",Zwolle,,,overpass
Digiworks,NL,IT & Software,https://digiworks.nl,+31 572 395030,"Paalweg, 5, 8141RT, Heino",Heino,,,overpass
InnerBalloons Consulting BV,NL,IT & Software,https://www.innerballoons.com,,"Rapenburg, 1, 2311GD, Leiden",Leiden,,,overpass
RebelWeb,NL,IT & Software,https://rebelweb.co,,"Delftechpark, 11, 2628XJ, Delft",Delft,,,overpass
Nétive VMS B.V.,NL,IT & Software,https://www.netive.nl,,"Patrijsweg, 102, 2289EZ, Rijswijk",Rijswijk,,,overpass
DomainMasters,NL,IT & Software,https://www.domainmasters.nl,+31 15 760 0320,"Spoorsingel, 89A, 2613BB, Delft",Delft,,,overpass
Alion,NL,IT & Software,https://www.alion.nl,+31 15 219 1650,"Lange Geer, 30, 2611PV, Delft",Delft,,,overpass
Zorg op Orde,NL,IT & Software,https://zorgoporde.nl,+31 70 820 0532,"Lange Geer, 4, 2611PV, Delft",Delft,,,overpass
CNOC,NL,IT & Software,https://www.cnoc.nl,+31 15 2629648,"Burgwal, 45, 2611GG, Delft",Delft,,,overpass
DCE solutions,NL,IT & Software,https://www.vmv-cad.nl,+31 15 887 6008,"Brabantse Turfmarkt, 46, 2611CP, Delft",Delft,,,overpass
ProGenia,NL,IT & Software,,,"Willem Dreeslaan, 245, 2729NE, Zoetermeer",Zoetermeer,,,overpass
Myhosting,NL,IT & Software,https://www.myhosting.nl,,"De Steiger, 177a, Almere",Almere,,,overpass
Pelican ICT,NL,IT & Software,,,"De Steiger, 131, 1351AM, Almere",Almere,https://www.linkedin.com/company/pelican-ict/,,overpass
Kick-ICT,NL,IT & Software,https://www.kick-ict.nl,,"Oder, 12, 2491DC, 's-Gravenhage",'s-Gravenhage,,,overpass
Informatel,NL,IT & Software,https://informatel.nl,,"Moezel, 3, 2491CV, 's-Gravenhage",'s-Gravenhage,,,overpass
Colohouse,NL,IT & Software,,,"Moezel, 5, 2491CV, 's-Gravenhage",'s-Gravenhage,,,overpass
Blackip,NL,IT & Software,https://blackip.nl,,"Taag, 77, 2491CS, 's-Gravenhage",'s-Gravenhage,,,overpass
Qiss-IT,NL,IT & Software,https://qiss-it.nl,,"Wolga, 9, 2491BK, 's-Gravenhage",'s-Gravenhage,,,overpass
Perfect Web Team,NL,IT & Software,,,,,,,overpass
iTraction,NL,IT & Software,,,,,https://www.linkedin.com/company/itraction/,,overpass
RDSec B.V.,NL,IT & Software,https://rdsec.nl,+31 10 668 01 41,"Sikkel, 14F, 3274KK, Heinenoord",Heinenoord,,,overpass
Apada,NL,IT & Software,https://www.apada.nl,+31 6 270 50817,"Koningin Wilhelminalaan, 11, 8091AP, Wezep",Wezep,,,overpass
DatuX,NL,IT & Software,https://datux.nl,+31 591 677 867,"Dennenlaan, 48, 7822EL, Emmen",Emmen,,,overpass
Pixelzebra,NL,IT & Software,https://www.pixelzebra.nl,+31 70 8200196,"Hofweg, 15, 2631XD, Nootdorp",Nootdorp,,,overpass
Visolity,NL,IT & Software,https://www.visolity.nl,+31 591 668 272,"Bislett, 19, 7825SB, Emmen",Emmen,,,overpass
Agro IT,NL,IT & Software,https://agro-it.nl,+31 342 426 040,"Anthonie Fokkerstraat, 12, 3772MR, Barneveld",Barneveld,,,overpass
Logres,NL,IT & Software,https://www.logres.nl,+31 342 421 500,"Koolhovenstraat, 2, 3772MT, Barneveld",Barneveld,,,overpass
Webleads B.V.,NL,IT & Software,https://www.webleads.nl,,"Wesselseweg, 164A, 3774RM, Kootwijkerbroek",Kootwijkerbroek,,,overpass
Lagarde,NL,IT & Software,,,"Mercuriusweg, 45, 3771NC, Barneveld",Barneveld,,,overpass
Orion4u,NL,IT & Software,,,"Hendrik van Viandenstraat, 37, 3817AA, Amersfoort",Amersfoort,,,overpass
Auxzenze,NL,IT & Software,https://www.auxzenze.nl,,"Industrieweg, 85, 7202CA, Zutphen",Zutphen,,,overpass
SmartCity.Builders,NL,IT & Software,,+31 6 53735525,"Houtmarkt, 63a, 7201KK, Zutphen",Zutphen,,,overpass
IDgis BV,NL,IT & Software,https://www.idgis.nl,,"Boomkamp, 16, 7461AX, Rijssen",Rijssen,,,overpass
XPERT in Control,NL,IT & Software,https://www.xic.nl,,"Heliumstraat, 15, 7463PL, Rijssen",Rijssen,https://www.linkedin.com/company/xic/,,overpass
CNS-IT,NL,IT & Software,https://cnsit.nl,,"Informaticaweg, 7, 7007CP, Doetinchem",Doetinchem,,,overpass
Marloc Computing,NL,IT & Software,,,"Torontostraat, 77, 7007BK, Doetinchem",Doetinchem,,,overpass
Visma Idella,NL,IT & Software,,,"Plotterweg, 24, 3821BB, Amersfoort",Amersfoort,,,overpass
Polteq Test Services,NL,IT & Software,,,"Printerweg, 52, 3821AD, Amersfoort",Amersfoort,,,overpass
Working Spirit,NL,IT & Software,https://workingspirit.nl,,"Keulenstraat, 11, 7418ET, Deventer",Deventer,,,overpass
Quist ICT,NL,IT & Software,https://quist-ict.nl,+31 570 620 661,"Herfordstraat, 6, 7418EX, Deventer",Deventer,,,overpass
Indito,NL,IT & Software,https://www.indito.nl,,"Zweedsestraat, 8A-1, 7418BG, Deventer",Deventer,,,overpass
Elementon,NL,IT & Software,https://www.elementon.nl,,"De Otter, 33, 7414HZ, Deventer",Deventer,,,overpass
Topicus,NL,IT & Software,https://topicus.nl,,"Singel, 25, 7411HW, Deventer",Deventer,,,overpass
Vicus eBusiness Solutions,NL,IT & Software,https://www.vicus.nl,+31 33 461 1196,"Vanadiumweg, 22, 3812PZ, Amersfoort",Amersfoort,,,overpass
Spring Team ICT,NL,IT & Software,http://www.springteam.nl,+31 85 130 0755,"Uraniumweg, 56R, 3812RK, Amersfoort",Amersfoort,,,overpass
Vindicta,NL,IT & Software,https://vindicta.nl,+31 85 2733980,"Nijverheidsweg-Noord, 86B, 3812PN, Amersfoort",Amersfoort,,,overpass
myBrand Apeldoorn,NL,IT & Software,https://mybrand.nl,+31 55 357 8600,"Amersfoortseweg, 37, 7313AC, Apeldoorn",Apeldoorn,https://www.linkedin.com/company/mybrand/,,overpass
Be Informed,NL,IT & Software,https://www.beinformed.com,+31 55 368 1420,"Laan van Westenenk, 150, 7336AV, Apeldoorn",Apeldoorn,,,overpass
Tehabo,NL,IT & Software,https://www.tehabo.nl,+31 55 533 2322,"Gladsaxe, 39, 7327JZ, Apeldoorn",Apeldoorn,,,overpass
Thinkwise,NL,IT & Software,https://www.thinkwisesoftware.com,,"Ovenbouwershoek, 9, 7328JH, Apeldoorn",Apeldoorn,,,overpass
WeDevelop,NL,IT & Software,https://wedevelop.nl,+31 55 526 1100,"Roggestraat, 111, 7311CC, Apeldoorn",Apeldoorn,,,overpass
Jexia,NL,IT & Software,https://www.jexia.com,,"Jean Monnetpark, 35, 7336BA, Apeldoorn",Apeldoorn,,,overpass
Office Extensions,NL,IT & Software,,,"Hamseweg, 22, 3828AD, Hoogland",Hoogland,,,overpass
PHAST Consultancy,NL,IT & Software,https://www.phast.nl,+31 6 54276455;+31 55 533 7597,"Laan van de Mensenrechten, 142, 7331VS, Apeldoorn",Apeldoorn,,,overpass
K1 Concept,NL,IT & Software,https://www.k1-concept.eu,,"De Gouden Ploeg, 75, 3824DT, Amersfoort",Amersfoort,https://www.linkedin.com/company/k1-concept/,,overpass
Harbers ICT,NL,IT & Software,https://www.harbersict.nl,,"Koningslinde, 10, 7131MP, Lichtenvoorde",Lichtenvoorde,,,overpass
Flexcom,NL,IT & Software,https://flexcom.nl,+31 182 630 966,"Coenecoop, 12, 2741PG, Waddinxveen",Waddinxveen,,,overpass
Probatius,NL,IT & Software,https://probatius.nl,+31 182 623 222,"Coenecoop, 4A, 2741PG, Waddinxveen",Waddinxveen,,,overpass
Informatics,NL,IT & Software,https://www.informatics.nl,+31 182 630 666,"Dorpstraat, 146, 2742AL, Waddinxveen",Waddinxveen,,,overpass
X-Systems,NL,IT & Software,https://x-systems.com,,"Wilhelmina van Pruisenweg, 104, 2595AN, 's-Gravenhage",'s-Gravenhage,,,overpass
TimeTell,NL,IT & Software,https://www.timetell.nl,,"Willem de Bijelaan, 147, 2274KV, Voorburg",Voorburg,,,overpass
Worth Systems,NL,IT & Software,https://worth.systems,+31 70 820 0998,"Laan van Vredenoord, 11, 2289DA, Rijswijk",Rijswijk,,,overpass
Flerque,NL,IT & Software,https://www.flerque.nl,+31 70 449 4695,"Geestbrugweg, 99a, 2281CJ, Rijswijk",Rijswijk,,,overpass
Network Team Leusden,NL,IT & Software,https://networkteam.nl,+31 33 433 5066,"Klokhoek, 10, 3833GX, Leusden",Leusden,,,overpass
DMG,NL,IT & Software,https://dmg.nu,+31 33 494 8915,"Klokhoek, 12, 3833GX, Leusden",Leusden,,,overpass
Flusso,NL,IT & Software,https://www.flusso.nl,+31 33 434 7680,"Hamersveldseweg, 126, 3833GV, Leusden",Leusden,,,overpass
PasVision,NL,IT & Software,https://www.pasvision.eu,+31 33 455 4711,"Bedrijfsweg, 3, 3831KE, Leusden",Leusden,,,overpass
ECI,NL,IT & Software,https://www.ecisolutions.com/nl,+31 88 636 3900,"Philipsstraat, 9, 3833LC, Leusden",Leusden,,,overpass
Brthrs,NL,IT & Software,https://brthrs.nl,+31 30 207 2111,"Plompetorengracht, 4, 3512CC, Utrecht",Utrecht,,,overpass
Balans Automatisering,NL,IT & Software,https://www.balansit.nl,+31 33 298 6006,"de Kronkels, 4, 3752LM, Bunschoten-Spakenburg",Bunschoten-Spakenburg,,,overpass
Flexa Hosting,NL,IT & Software,https://flexahosting.nl,+31 85 902 21 01,"Guntersteinweg, 377, 2531KA, 's-Gravenhage",'s-Gravenhage,,,overpass
I.T.S.,NL,IT & Software,https://www.itsvoorscholen.nl,,"Nieuwstraat, 6B, 2266AD, Leidschendam",Leidschendam,,,overpass
ProActive Software,NL,IT & Software,https://www.proactive.nl,+31 23 542 2299,"Richard Holkade, 9, 2033PZ, Haarlem",Haarlem,,,overpass
Maxone Webdesign,NL,IT & Software,https://www.maxonewebdesign.nl,+31 6 40166067,"Snouck Hurgronjestraat, 8, 2283LX, Rijswijk",Rijswijk,,,overpass
Crooijmans ICT,NL,IT & Software,https://www.crooijmans.net,,"Noord Brabantlaan, 265, 5652LD, Eindhoven",Eindhoven,,,overpass
Open Line Eindhoven,NL,IT & Software,https://openline.nl,+31 88 500 6700,"Hurksestraat, 29, 5652AH, Eindhoven",Eindhoven,,,overpass
Adamant,NL,IT & Software,,,"Duit, 3P, 8305BB, Emmeloord",Emmeloord,,,overpass
De Online Website Bouwer,NL,IT & Software,https://deonlinewebsitebouwer.nl,+31 6 2300 7838,"Strandwal, 127, 2241MK, Wassenaar",Wassenaar,,,overpass
YouthCommerce,NL,IT & Software,https://youthcommerce.nl,,"Breukelaarweg, 4, 7051DX, Varsseveld",Varsseveld,,,overpass
MCC Automatisering,NL,IT & Software,https://www.mcc.nu,+31 342 472 922,"Hoofdstraat, 147, 3781AD, Voorthuizen",Voorthuizen,https://www.linkedin.com/company/mcc-automatisering/,,overpass
Just Internet,NL,IT & Software,https://www.just-internet.nl,,"Hulswitweg, 14, 2031BG, Haarlem",Haarlem,,,overpass
Lionhead,NL,IT & Software,,,"Tingietersweg, 6, 2031ES, Haarlem",Haarlem,,,overpass
Ultraware,NL,IT & Software,https://www.ultraware.nl/nl,+31 592 408 877,"Lauwers, 18, 9405BL, Assen",Assen,,,overpass
Bince,NL,IT & Software,https://bince.nl,+31 85 065 6435,"Zwedenlaan, 18, 9403DE, Assen",Assen,,,overpass
Skrepr,NL,IT & Software,https://skrepr.com,+31 527 701015,"Het Spijk, 6, 8321WT, Urk",Urk,,,overpass
Saleswizard.nl,NL,IT & Software,https://www.saleswizard.nl,+31 88 770 9999,"Velperbinnensingel, 5, 6811BP, Arnhem",Arnhem,,,overpass
Covadis,NL,IT & Software,https://covadis.nl/contact,+31 26 361 6600,"Mr B.M. Teldersstraat, 11, 6842CT, Arnhem",Arnhem,,,overpass
Inspiro,NL,IT & Software,,,"Mr B.M. Teldersstraat, 4, 6842CT, Arnhem",Arnhem,,,overpass
ICTLesley,NL,IT & Software,https://ictlesley.nl,+31 30 2072386,"Stempelslaan, 13, 3527XS, Utrecht",Utrecht,,,overpass
WijZijnDe.IT,NL,IT & Software,https://wijzijnde.it,,"ABC Westland, 574, 2685DG, Poeldijk",Poeldijk,,,overpass
Signify EMC Lab,NL,IT & Software,https://www.signify.com/global/innovation/innovationlabs,,"High Tech Campus, 26, 5656AE, Eindhoven",Eindhoven,,,overpass
AAD Automatisering,NL,IT & Software,https://www.aad.nl,+31 184 686 283,"Lekdijk, 297, 2957CL, Nieuw-Lekkerland",Nieuw-Lekkerland,https://www.linkedin.com/company/aad-automatisering/,,overpass
Sopra Steria,NL,IT & Software,https://www.soprasteria.nl,,"Ringwade, 1, 3439LM, Nieuwegein",Nieuwegein,,,overpass
growteq,NL,IT & Software,https://growteq.nl,+31 88 337 7202,"Ridderpoort, 18, 2984BG, Ridderkerk",Ridderkerk,https://www.linkedin.com/company/growteq/,,overpass
OGD Amsterdam,NL,IT & Software,,+31 20 428 7126,"Prinsengracht, 739, 1017JX, Amsterdam",Amsterdam,,,overpass
XINRAM Multimediaspecialist,NL,IT & Software,https://www.xinram.eu,,"Vlierboomstraat, 293, 2564JA, 's-Gravenhage",'s-Gravenhage,,,overpass
VIP Internet,NL,IT & Software,,,"Ketelskamp, 10, 7942KG, Meppel",Meppel,,,overpass
Coding Agency,NL,IT & Software,https://coding.agency,+31 85 401 7160,"Blankenstein, 131, 7943PE, Meppel",Meppel,,,overpass
Dataplace Amsterdam,NL,IT & Software,https://www.dataplace.com/over-ons/onze-datacenters/dataplace-amsterdam,,"Parellaan, 9, 2132WS, Hoofddorp",Hoofddorp,https://www.linkedin.com/company/dataplace/,,overpass
Connect your World,NL,IT & Software,https://connectyourworld.nl,,"Doctor J. Presserstraat, 313, 2552LW, 's-Gravenhage",'s-Gravenhage,,,overpass
thx2hns | Hanshelptnu.nl,NL,IT & Software,https://www.thx2hns.nl,,"Hoofdweg, 1453, 2151MA, Nieuw-Vennep",Nieuw-Vennep,,,overpass
Korton Group,NL,IT & Software,https://www.korton.nl,+31 23 555 5060,"Pondweg, 1, 2153PK, Nieuw-Vennep",Nieuw-Vennep,,,overpass
3WT ICT Solutions,NL,IT & Software,https://www.3wt.nl,+31 88 774 4111,"Lireweg, 27, 2153PH, Nieuw-Vennep",Nieuw-Vennep,https://www.linkedin.com/company/3wt-ict-solutions/,,overpass
B.o.s.s.,NL,IT & Software,https://www.boss.nl,+31 252 629 595,"Frankweg, 41, 2153PD, Nieuw-Vennep",Nieuw-Vennep,,,overpass
CaptureTech,NL,IT & Software,https://www.capturetech.com,+31 252 241 544,"Lireweg, 42, 2153PH, Nieuw-Vennep",Nieuw-Vennep,,,overpass
Merkator BV,NL,IT & Software,https://www.merkator.com,,"Hogeweg, 137a, 5301LL, Zaltbommel",Zaltbommel,,,overpass
Gemairo,NL,IT & Software,https://gemairo.com,+31 6 22057384,"Crommelinbaan, 3, 2142EX, Cruquius",Cruquius,,,overpass
Genius ICT,NL,IT & Software,,,"Sint Jorisstraat, 15, 5211HA, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Imexfa,NL,IT & Software,,,"Verwersstraat, 47, 5211HT, 's-Hertogenbosch",'s-Hertogenbosch,https://www.linkedin.com/company/imexfa/,,overpass
Wij doen dingen,NL,IT & Software,https://www.wijdoendingen.nl,,"Verwersstraat, 49, 5211HT, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Emma Solutions ICT B.V.,NL,IT & Software,https://www.emma-solutions.nl,+31 73 707 4994,"Vughterweg, 47B, 5211CK, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Nmbrs,NL,IT & Software,,,"Naritaweg, 70, 1043BZ, Amsterdam",Amsterdam,,,overpass
qPoly,NL,IT & Software,https://www.qpoly.nl,,"Lamsoor, 19, 9738AL, Groningen",Groningen,,,overpass
Digital Power,NL,IT & Software,https://digital-power.com,,"Stationsplein, 4, 5211AP, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Geotrack Telematics B.V.,NL,IT & Software,,,"Businesspark Friesland-West, 35A, 8447SL, Heerenveen",Heerenveen,,,overpass
Everdune,NL,IT & Software,https://www.everdune.com,+31 76 204 3111,"Saksen Weimarplein, 6, 4818LD, Breda",Breda,,,overpass
Flexxis Kappersoftware,NL,IT & Software,https://www.flexxis.nl,,"Hekkehorst, 1, 7207BS, Zutphen",Zutphen,,,overpass
Vuursteen,NL,IT & Software,,,"Willemstraat, 15, 4811AJ, Breda",Breda,,,overpass
Klippa,NL,IT & Software,https://www.klippa.com,,"Laan Corpus den Hoorn, 1, 9728JM, Groningen",Groningen,https://www.linkedin.com/company/klippa/,,overpass
Datanextgroup,NL,IT & Software,https://www.datanextgroup.nl,,"Verlengde Hereweg, 163, 9721AN, Groningen",Groningen,,,overpass
CBYTE Digital,NL,IT & Software,https://cbyte.digital,+31 85 130 8747,"Parallelweg, 27, 5223AL, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Levi9,NL,IT & Software,https://www.levi9.com,+31 20 670 1947,"Muiderstraat, 1, 1011PZ, Amsterdam",Amsterdam,https://www.linkedin.com/company/levi9/,,overpass
Moyosa Media,NL,IT & Software,https://moyosamedia.com,,"Boumaboulevard, 85, 9723ZS, Groningen",Groningen,,,overpass
Bakker & Spees,NL,IT & Software,https://www.bakkerspees.nl,+31 20 638 1489,"Amstel, 141F, 1018EP, Amsterdam",Amsterdam,,,overpass
Nederdesign,NL,IT & Software,,,,,,,overpass
TWS Networks,NL,IT & Software,https://twsnetworks.com,,"Koppelstraat, 24, 7391AK, Twello",Twello,,,overpass
ICTwello,NL,IT & Software,https://ictwello.nl,,"Molenstraat, 30, 7391AJ, Twello",Twello,,,overpass
Smart Site,NL,IT & Software,https://www.smart-site.nl,+31 50 711 5286,"Claremaheerd, 47, 9736LC, Groningen",Groningen,,,overpass
VAA Data Works,NL,IT & Software,https://vaa.com,+31 73 523 3232,"Rietbeemdenborch, 14, 5241LG, Rosmalen",Rosmalen,,,overpass
RPO ICT Solutions,NL,IT & Software,,,"Escudostraat, 33, 2991XV, Barendrecht",Barendrecht,,,overpass
Butterstreet 21,NL,IT & Software,https://butterstreet.nl,,"Bovenstreek, 15, 9731DH, Groningen",Groningen,,,overpass
ICT Barendrecht,NL,IT & Software,https://ict.eu/contact/locations,+31 180 646 000,"Kopenhagen, 9, 2993LL, Barendrecht",Barendrecht,,,overpass
Webmoments,NL,IT & Software,https://webmoments.nl,+31 6 58960348,"Tengnagel, 15, 7161KD, Neede",Neede,,,overpass
Transfer Solutions,NL,IT & Software,https://www.transfer-solutions.com,+31 345 616 888,"Dokter Reilinghplein, 2, 4141DB, Leerdam",Leerdam,,,overpass
OBI,NL,IT & Software,https://obi.nl,+31 88 9008100,"Insulindelaan, 111, 5642CV, Eindhoven",Eindhoven,,,overpass
Decorsign,NL,IT & Software,https://www.decorsign.nl,,"De Vente, 14, 7261ST, Ruurlo",Ruurlo,,,overpass
WebBrein,NL,IT & Software,https://www.webbrein.com,+31 6 30960862,"Rigtersbleek-Aalten, 4-208, 7521RB, Enschede",Enschede,https://www.linkedin.com/company/webbrein/,,overpass
Yiore Internet & Marketing,NL,IT & Software,,,"Leonard Springerlaan, 1, 9727KB, Groningen",Groningen,,,overpass
ICT van Gils,NL,IT & Software,https://ictvangils.nl,+31 85 3019200,"Langstraat, 23, 4861DB, Chaam",Chaam,,,overpass
Elgentos,NL,IT & Software,,,"Hereweg, 120, 9725AK, Groningen",Groningen,,,overpass
Defacto Software,NL,IT & Software,,,"Zuiderpark, 3, 9724AD, Groningen",Groningen,https://www.linkedin.com/company/defacto-software/,,overpass
Ordina Groningen,NL,IT & Software,https://www.ordina.nl,+31 50 851 6000,"Europaweg, 31, 9723AS, Groningen",Groningen,,,overpass
Trendwerk,NL,IT & Software,https://trendwerk.nl,+31 53 750 8801,"Roomweg, 83, 7523BM, Enschede",Enschede,,,overpass
Digistrava,NL,IT & Software,https://www.digistrava.nl,+31 85 201 6969,"Laureijnestraat, 48, 4553BW, Philippine",Philippine,,,overpass
Sansys Inc.,NL,IT & Software,,,"de Veentjes, 17, 8375GR, Oldemarkt",Oldemarkt,,,overpass
IBM CIC,NL,IT & Software,https://cic-benelux.eu-gb.mybluemix.net,,"Gedempte Zuiderdiep, 12, 9711HG, Groningen",Groningen,,,overpass
Qonvoy,NL,IT & Software,https://qonvoy.io,+31 85 0509787,"Noorderhaven, 46, 9712VL, Groningen",Groningen,,,overpass
Syntec-IT,NL,IT & Software,https://www.syntec-it.nl,+31 33 711 57 11,"Florijnstraat, 20, 4879AH, Etten-Leur",Etten-Leur,,,overpass
Syntrophos,NL,IT & Software,,,"Uitstraat, 8A, 3201EN, Spijkenisse",Spijkenisse,,,overpass
StackSecure BV,NL,IT & Software,https://www.stack-secure.com,+31 85 060 6447,"Weegschaalstraat, 3, 5632CW, Eindhoven",Eindhoven,,,overpass
WebNL,NL,IT & Software,,,"Deltageul, 101, 3251NG, Stellendam",Stellendam,,,overpass
DISH,NL,IT & Software,https://nl.dish.co,+31 88 055 6677,"Colosseum, 2, 7521PT, Enschede",Enschede,,,overpass
Cofano Software Solutions B.V.,NL,IT & Software,https://cofano.nl,+31 85 444 4531,"Capitool, 9, 7521PL, Enschede",Enschede,,,overpass
Around Media,NL,IT & Software,https://aroundmedia.nl,+31 6 86106322,"Oranjestraat, 24, 4532BS, Terneuzen",Terneuzen,,,overpass
Progression IT,NL,IT & Software,https://www.progression.nl/#home-contact,+31 115 789 000,"Axelsestraat, 65, 4537AD, Terneuzen",Terneuzen,,,overpass
qumbaqa,NL,IT & Software,https://www.qumbaqa.com,,"Schout van Hanswijkplein, 20, 5237WX, 's-Hertogenbosch",'s-Hertogenbosch,,,overpass
Softmedia,NL,IT & Software,https://softmedia.nl,,"Kanaaldijk-Zuid, 15A, 5611VA, Eindhoven",Eindhoven,,,overpass
Avetica B.V.,NL,IT & Software,,,"Sportlaan, 3D, 3299XG, Maasdam",Maasdam,,,overpass
RTP Europe,NL,IT & Software,,,,,,,overpass
AlisQI,NL,IT & Software,,,"Triumphperenlaan, 41, 3452EK, Vleuten",Vleuten,,,overpass
Simac,NL,IT & Software,https://simac.com,,"Ampèrestraat, 36, 6716BN, Ede",Ede,,,overpass
RoutIT,NL,IT & Software,https://routit.nl,,"Maxwellstraat, 51, 6716BX, Ede",Ede,,,overpass
ALL IT Solutions,NL,IT & Software,https://allitsolutions.nl,+31 85 760 3910,"Molenpark, 10, 9422LV, Smilde",Smilde,,,overpass
DMWS,NL,IT & Software,https://dmws.nl,,"Wilhelminaplein, 25, 5611HG, Eindhoven",Eindhoven,,,overpass
SIDN,NL,IT & Software,https://www.sidn.nl,+31 26 352 5500,"Meander, 501, 6825MD, Arnhem",Arnhem,,,overpass
Ndus3,NL,IT & Software,https://ndus3.com,+31 26 303 3423,"Meander, 901, 6825MH, Arnhem",Arnhem,,,overpass
OGD Eindhoven,NL,IT & Software,,+31 40 246 4055,"Jan van Lieshoutstraat, 23, 5611EE, Eindhoven",Eindhoven,,,overpass
Acrus IT,NL,IT & Software,https://www.arcusit.nl,+31 165 519 619,"Watermolen, 35, 4751VK, Oud Gastel",Oud Gastel,,,overpass
CAB holland,NL,IT & Software,,,"Franklinweg, 27, 4207HX, Gorinchem",Gorinchem,,,overpass
Emit IT,NL,IT & Software,https://emit-it.com,+31 6 29216484,"Overcingellaan, 7, 9401LA, Assen",Assen,,,overpass
Techni Team ICT B.V.,NL,IT & Software,https://www.techniteam.nl,,"Schietboom, 2, 3905TD, Veenendaal",Veenendaal,,,overpass
Flitsmeister B.V.,NL,IT & Software,,,"Landjuweel, 24, 3905PG, Veenendaal",Veenendaal,,,overpass
BTTR,NL,IT & Software,https://bttr.nl,+31 318 240 017,"Newtonstraat, 1, 3902HP, Veenendaal",Veenendaal,https://www.linkedin.com/company/bttr/,,overpass
