name,country,industry,website,phone,address,city,linkedin_url,google_maps_url,source
BitDesign,IT,IT & Software,https://www.bitdesign.it,+39 0373 230416,"Via Bergamo, 18, 26013, Crema",Crema,,,overpass
X-Laboratories,IT,IT & Software,http://xlabstudio.com,,"Via Gaetano Negri, 4, 20123, Milano",Milano,,,overpass
Saritron,IT,IT & Software,http://www.saritron.com,+39 0771 510350,46,,,,overpass
Aruba Marketing s.r.l.,IT,IT & Software,,,"Via degli Orti Oricellari, 8d, 50123, Firenze",Firenze,,,overpass
BL Acoustics srl,IT,IT & Software,https://www.blacoustics.net,+39 0324 575293,"Via Novello Bianchi, 32, 38844, Villadossola",Villadossola,,,overpass
Doshin Studio Creativo,IT,IT & Software,,,"Via Tito Afranio, 1, 63100, Ascoli Piceno",Ascoli Piceno,,,overpass
Kode srl,IT,IT & Software,,,,,,,overpass
APUACOM - Internet service provider,IT,IT & Software,https://www.apuacom.it,+390585355055,"Via degli Oliveti, 34, 54100, Massa",Massa,,,overpass
R3GIS,IT,IT & Software,https://www.r3gis.com,+39 0471 155 1177,"Via Ipazia - Hypatiastraße, 2, 39100, Bolzano - Bozen",Bolzano - Bozen,,,overpass
HiperZ,IT,IT & Software,https://hiperz.com,+39 0444 149 60 12,"Via Ghizzole, 21, 36047, Montegaldella",Montegaldella,,,overpass
Web Agency InfoWebLan,IT,IT & Software,http://www.infoweblan.it,+39 327 4485302,Roscigno,Roscigno,,,overpass
EVE Milano Consulenza,IT,IT & Software,,,,,,,overpass
traduzioni inglese->italiano,IT,IT & Software,,,"Via Col D'Echele, 09122, Cagliari",Cagliari,,,overpass
Tecnico Informatico,IT,IT & Software,,,,,https://www.linkedin.com/company/tecnico-informatico/,,overpass
WebNet,IT,IT & Software,https://www.webnet-hosting.com,,"Via Antiche Mura, 52/a, 50053, Empoli",Empoli,,,overpass
Lepri Michele,IT,IT & Software,http://michelelepri.blogspot.it,,"Via Tifernate, 149, 06024, Gubbio",Gubbio,,,overpass
Open One Consulting,IT,IT & Software,https://open-one.it,+39 030 2791465,,,,,overpass
Arioni,IT,IT & Software,,,"Piazza Borgo Pila, 5",,,,overpass
BR1 Tech Srl,IT,IT & Software,http://br1tech.eu,+39 328 7140771,"Via Biron 4-1, 36050, Monteviale",Monteviale,,,overpass
Gabriele Coppini,IT,IT & Software,,+39 349 3817731,"Via delle Viottole, 7, 50013, Campi Bisenzio",Campi Bisenzio,,,overpass
Webaza Web,IT,IT & Software,https://www.webaza.it,+39 3923495109,"Via Vito Cosimo Basile, 140, 70044, Polignano a Mare",Polignano a Mare,,,overpass
Z3N.it,IT,IT & Software,http://www.z3n.it,+39 055 3987651,"Via G. Abbati, 18, 50142, Firenze",Firenze,,,overpass
Webstrike Srl,IT,IT & Software,http://www.webstrike.it,,"Piazza Umanitaria, 2, 20122, Milano",Milano,,,overpass
NetGuru S.r.l.,IT,IT & Software,https://netguru.it,,"Via Matteo Bandello, 9, 15057, Tortona",Tortona,https://www.linkedin.com/company/netguru/,,overpass
Euro One Sistemi,IT,IT & Software,https://www.euroonesistemi.com,+39 030 6585648,"Via Iseo, 12, 25033, Erbusco",Erbusco,,,overpass
Andrea Papotti - Consulente Informatico,IT,IT & Software,http://www.papotti.net,+39 349 3262951,,,,,overpass
HI-Net srl,IT,IT & Software,https://www.hi-net.it,+39 0541 478040,"Via Flaminia Conca, 85, 47923, Rimini",Rimini,,,overpass
Novadys ITalia s.r.l.,IT,IT & Software,https://www.novadys.it,,"Viale Walter Ghelfi, 24, 47922, Rimini",Rimini,,,overpass
Pensare web s.r.l.,IT,IT & Software,,,"Via Macanno, 38 / N, 47923, Rimini",Rimini,,,overpass
Zeppelinmaker,IT,IT & Software,http://zmaker.altervista.org/main.php,,"Via Roma, 34, 26852, Casaletto Lodigiano",Casaletto Lodigiano,,,overpass
ACS Data Systems,IT,IT & Software,https://www.acs.it,+39 0472 272727,"Brennerstraße - Via Brennero, 72, 39042, Brixen - Bressanone",Brixen - Bressanone,,,overpass
piloly.com GmbH,IT,IT & Software,https://www.piloly.com,+39 0473 740363,"Gewerbegebiet - Zona Produttiva, 21g, 39028, Schlanders - Silandro",Schlanders - Silandro,,,overpass
Laboratori Informatici (LabInf1),IT,IT & Software,,,,,,,overpass
TEIS s.r.l.,IT,IT & Software,https://www.teis.it,+39 045 955250,"Via Evangelista Torricelli, 71a, 37136, Verona",Verona,https://www.linkedin.com/company/teis/,,overpass
AD Solutions di Angeli Daniele,IT,IT & Software,https://www.aditsolutions.it,+39 3491016092,"Via dell'Aviere, 33072, Casarsa della Delizia",Casarsa della Delizia,,,overpass
Trilogis srl,IT,IT & Software,,,"Via Fortunato Zeni, 8, Rovereto",Rovereto,https://www.linkedin.com/company/trilogis/,,overpass
Think Tank WebAgency,IT,IT & Software,https://ttwa.it,,"Corso Cavour, 212, 19122, La Spezia",La Spezia,,,overpass
Trentino Sistemi s.r.l.,IT,IT & Software,http://www.trentinosistemi.com,+39 0464 791007,"Via Fortunato Zeni, 4, 38068, Rovereto",Rovereto,https://www.linkedin.com/company/trentino-sistemi/,,overpass
Ricca It,IT,IT & Software,,,,,,,overpass
Crunchlab,IT,IT & Software,http://crunchlab.org,,"Via Vittorio Veneto, 114, 30027, San Donà di Piave",San Donà di Piave,,,overpass
Aldersoft S.a.S,IT,IT & Software,,,,,,,overpass
Blue Day,IT,IT & Software,https://www.blueday.it,+39 0445 864521,"Via Summano, 20, 36030, Montecchio Precalcino",Montecchio Precalcino,,,overpass
Computers House,IT,IT & Software,https://www.chousesnc.it,+39 0125 739545,"Via della Trinità, 17, 10010, San Martino Canavese",San Martino Canavese,,,overpass
Acodat GmbH / Srl,IT,IT & Software,https://www.acodat.com,+39 0474 830 670,"Guglielmo-Marconi-Straße - Via Guglielmo Marconi, 3, 39031, Bruneck - Brunico",Bruneck - Brunico,,,overpass
Ingenioweb,IT,IT & Software,http://www.ingenioweb.it,,"Corso Umberto I, 289, 76014, Spinazzola",Spinazzola,,,overpass
Holala Web,IT,IT & Software,https://www.holalaweb.net,,"Via Nazionale, 22, 25080, Puegnago del Garda",Puegnago del Garda,,,overpass
Helix S.r.l.,IT,IT & Software,https://www.helix.it,+39 0733 408039,"Via dei Velini, 52/h, 62100, Macerata",Macerata,,,overpass
DaniSoft Srl,IT,IT & Software,https://danisoft.software,+39 030 7000986,"Via Po, 6, 25032, Chiari",Chiari,,,overpass
Black Sun Factory S.r.l.,IT,IT & Software,http://www.bsfactory.net,,"Via dei Castelli Romani, 22, 00040, Pomezia",Pomezia,,,overpass
Netcraft Studio,IT,IT & Software,http://www.netcraftstudio.it,+39 342 37 02 877,"Via Macilles, 14, 33020, Sutrio",Sutrio,,,overpass
Laboratori Guglielmo Marconi,IT,IT & Software,https://new.labs.it,,"Via Porrettana, 123",,https://www.linkedin.com/company/laboratori-guglielmo-marconi/,,overpass
Epiave di Bellinzani Daniele,IT,IT & Software,https://www.epiave.com,+39 0422 815156,"Via degli Alpini, 10, 31046, Oderzo",Oderzo,,,overpass
Apulia Software s.r.l.,IT,IT & Software,https://www.apuliasoftware.it,,"Via Dante Alighieri, 31, 74121, Taranto",Taranto,,,overpass
Rainbow CGI,IT,IT & Software,,,"Via della Bufalotta, 374 Scala I, 00139, Roma",Roma,,,overpass
Swifty Srl,IT,IT & Software,https://www.swiftysrl.com,+39 3334430853,"Via Giacomo Matteotti, 102 E, 42046, Reggiolo",Reggiolo,https://www.linkedin.com/company/swifty/,,overpass
Consulenza Elaborazione Dati 2001,IT,IT & Software,https://www.ced2001.com,+39 0471 204011,"Via del Ronco - Neubruchweg, 13/d, 39100, Bolzano - Bozen",Bolzano - Bozen,,,overpass
Artigiani del Web S.n.c.,IT,IT & Software,https://artigianidelweb.com,+39 0423 1916254,"Via Col San Martino, 9, 31044, Montebelluna",Montebelluna,,,overpass
AZ Tecnologia,IT,IT & Software,http://aztecnologia.it,+39 333 6846197,"Via privata Della Torre, 9, 20127, Milano",Milano,,,overpass
LAC Service - Informatica - Robotica - Automazione,IT,IT & Software,http://www.lacservice.com,+39 3495096545,"Via Pierpaolo dalle Masegne, 11, 35134, Padova",Padova,,,overpass
Sergio Masala,IT,IT & Software,,+39 338 4525274,,,,,overpass
Giandomenico Lombardi,IT,IT & Software,http://giandomenicolombardi.it,+39 333 9446827,"Via Roma, 72015, Fasano",Fasano,,,overpass
Webem-lab Strategie Per il Web,IT,IT & Software,,,"Corso San Martino, 55, 20081, Abbiategrasso",Abbiategrasso,,,overpass
Valvolari,IT,IT & Software,,,,,,,overpass
LSH-Software,IT,IT & Software,https://lsh.it,+39 333 1497408,"Gewerbegebiet - Zona Produttiva, 21b, 39028, Schlanders - Silandro",Schlanders - Silandro,,,overpass
Vivere Web,IT,IT & Software,,+39 0761 453152,"Via Roma, 6, 01018, Valentano",Valentano,,,overpass
Computerspeed,IT,IT & Software,https://www.computerspeed.net,+39 0473 427012,"68, 39024, Mals - Malles Venosta",Mals - Malles Venosta,,,overpass
Raffaello S.r.l.s.,IT,IT & Software,http://www.italiamining.com,,,,,,overpass
RESET informatica,IT,IT & Software,,+39 015 9526479,,,,,overpass
Levante software,IT,IT & Software,,,"Corso Fratelli Cervi, 6, 47838, Riccione",Riccione,,,overpass
Halley Sardegna,IT,IT & Software,https://www.halleysardegna.it,,"Via Ticino, 7, 09032, Assemini",Assemini,,,overpass
SpecTec S.P.A.,IT,IT & Software,,,"Via Privata OTO, 57, 19136, La Spezia",La Spezia,,,overpass
Mito Srl,IT,IT & Software,http://www.mitosrl.com,+39 011 3827163,"Via Bossolasco, 11, 10141, Torino",Torino,,,overpass
Mori Sistemi,IT,IT & Software,http://www.morisistemi.it,+39036270040,"Via Pace, 8, 20821, Meda",Meda,,,overpass
Overclockersmania Club (OCSM),IT,IT & Software,,,"Via Giaime Pintor, 19, 09128, Cagliari",Cagliari,,,overpass
Isiline,IT,IT & Software,,,"Piazza Europa, 22",,,,overpass
Agenzia Filodiretto,IT,IT & Software,,,,,,,overpass
NWHR S.r.l.s.,IT,IT & Software,https://nwhr.eu,,"Via Prati, 16, 38068, Rovereto",Rovereto,,,overpass
Tekio,IT,IT & Software,,+39 02 76003348,"Corso Venezia, 5, 20121, Milano",Milano,,,overpass
Skrik,IT,IT & Software,,,"Via Luigi Einaudi, 7, 20842, Besana in Brianza",Besana in Brianza,,,overpass
NewEnergy,IT,IT & Software,https://www.newenergygroup.com,+39 02 40700525,"Viale Evaristo Stefini, 10, 20124, Milano",Milano,https://www.linkedin.com/company/newenergy/,,overpass
Movisystem S.r.l.,IT,IT & Software,http://www.movisystem.com,,"Via Vittorio Metz, 43, 00173, Roma",Roma,,,overpass
Wide,IT,IT & Software,https://www.widesnc.com,+39 0917835321,"Corso dei Mille, 1339, 90121, Palermo",Palermo,,,overpass
Engineering Ingegneria Informatica S.p.A.,IT,IT & Software,,,,,,,overpass
STS Srl,IT,IT & Software,http://www.stssw.it,+39 0444 573788,"Via Lago Maggiore, 53, 36077, Altavilla Vicentina",Altavilla Vicentina,,,overpass
Iscanet,IT,IT & Software,https://www.iscanet.com,,"Via Iscalunga, 55, 85020, Filiano",Filiano,,,overpass
Sisac Sistemi,IT,IT & Software,https://www.sisacsistemi.com,+390362326022,"Via Crocefisso, 1/3, 20831, Seregno",Seregno,,,overpass
Parametric Design Srl,IT,IT & Software,https://www.parametricdesign.it,,"Piazza Corte Grande, 24,25, 20060, Gessate",Gessate,,,overpass
Hipatia.net,IT,IT & Software,https://hipatia.net,,,,,,overpass
smartbee | web social agency,IT,IT & Software,https://www.smartbee.it,+39 388 7327493,"Via Carlo Serassi, 7, 24125, Bergamo",Bergamo,,,overpass
Spin,IT,IT & Software,http://www.spin.it,+39 040 9869090,"Via Giovanni e Sebastiano Caboto, 19/1, 34147, Trieste",Trieste,,,overpass
BIDATA,IT,IT & Software,,,"Via Roma, 148, 81100, Caserta",Caserta,,,overpass
Sanmarco Informatica Spa,IT,IT & Software,https://www.sanmarcoinformatica.com,+39 0444 419333,,,,,overpass
Belvedere sistemi reti e sicurezza dati aziendali,IT,IT & Software,http://www.computerokay.it,+39 366 3722400,"Via Lora, 37026, Pescantina",Pescantina,,,overpass
Procne srl,IT,IT & Software,https://www.procne.it,+390432486523,,,,,overpass
Impresa Rossi Lugi Srl,IT,IT & Software,,,"Via Atto Vannucci, 7, 50134, Firenze",Firenze,,,overpass
Web Creation Crew,IT,IT & Software,,+39 02 96 70 0128,"Vicolo delle Scuole, 11, 21047, Saronno",Saronno,,,overpass
Geeks,IT,IT & Software,,,"Via Feletto, 18, 33100, Udine",Udine,,,overpass
Agenzia Uno,IT,IT & Software,,,"Via Luigi Pio Tessitori, 2, 33100",,,,overpass
4You,IT,IT & Software,,,"Via Valdagno, 43, 33100",,,,overpass
Studio Nassisi,IT,IT & Software,,,"Via Monte Grappa, 49, 33100, Udine",Udine,,,overpass
Cliocom,IT,IT & Software,,+39 0832 344041,"Via Novantacinquesimo Reggimento Fanteria, 70, 73100, Lecce",Lecce,,,overpass
Rubino Informatica & Finanza,IT,IT & Software,http://fabrizio.computer,+39 091 8480119,"Piazza Generale Cascino, 168, 90142, Palermo",Palermo,,,overpass
Modic,IT,IT & Software,https://modic.digital,,"Via Guglielmo Marconi, 10, 33080, Porcia",Porcia,,,overpass
GEM Informatica,IT,IT & Software,https://www.tonersassari.com,+39 3200835974,"Strada Vicinale Prunizzedda-Serra Secca, 11a, 07100, Sassari",Sassari,,,overpass
Aderit S.r.l,IT,IT & Software,,,,,,,overpass
Casa Digitale,IT,IT & Software,,,,,,,overpass
Penta srl,IT,IT & Software,https://www.pentaonline.it,+39 0422 433192,"Strada Scudetto, 33, 31100, Treviso",Treviso,,,overpass
EBWorld s.r.l.,IT,IT & Software,http://www.ebw.it,+39 0721 25089,"Strada degli Olmi, 16/4, 61122",,,,overpass
Obitel,IT,IT & Software,http://www.obitel.it,+39 030 6585400,,,,,overpass
GP Informatica,IT,IT & Software,https://www.gpinformatica.com,,,,,,overpass
Netribe,IT,IT & Software,,,,,,,overpass
IBS SAS,IT,IT & Software,https://www.ibssas.it,+39 041 5150958,,,,,overpass
Internet Point Creative,IT,IT & Software,,,"Via Damiano Chiesa, 16, 59100, Prato",Prato,,,overpass
NetHome,IT,IT & Software,https://www.nethomelive.com,,"Via Filippo Corridoni, 77",,,,overpass
"Centro Dati, Informatica e telematica di Ateneo (Ce.D.I.A.)",IT,IT & Software,https://cedia.unige.it,,,,,,overpass
Data Consult,IT,IT & Software,,,,,,,overpass
BIP Red,IT,IT & Software,https://www.bip.red,,"Via Merano, 16, Milano",Milano,,,overpass
CostaSoft di Luca Pellegrini,IT,IT & Software,,+39 0763 476047,"Via Roma, 14, 01021, Acquapendente",Acquapendente,https://www.linkedin.com/company/costasoft-di-luca-pellegrini/,,overpass
NTT Data Italia,IT,IT & Software,https://it.nttdata.com,+39 02 831251,"Via Ernesto Calindri, 4, 20143, Milano",Milano,,,overpass
Teleset,IT,IT & Software,,+39 081 861 8844,"Via Vittorio Veneto, 382, 80058, Torre Annunziata",Torre Annunziata,,,overpass
NonSoloInformatica srl,IT,IT & Software,,+39 338 578 3426,"Via Bruno Barilli, 3, 42124, Reggio nell'Emilia",Reggio nell'Emilia,,,overpass
YetOpen S.r.l.,IT,IT & Software,https://www.yetopen.com,+39 0341 220205,"Corso Martiri della Liberazione, 114, 23900, Lecco",Lecco,,,overpass
MagicSolution s.r.l.,IT,IT & Software,http://www.magicsolution.net,,"Via Antiniana, 2a, 80078, Pozzuoli",Pozzuoli,,,overpass
SmartNet s.r.l.,IT,IT & Software,https://www.smartnet.it,,"Via Antiniana, 2a, 80078, Pozzuoli",Pozzuoli,,,overpass
PolesineLab,IT,IT & Software,https://www.polesinelab.it,+39 331 7878566,"Viale Porta Adige, 45g, Rovigo",Rovigo,,,overpass
SIA Servizio Informatico Ospedaliero,IT,IT & Software,,,,,,,overpass
EL.DA System srl elaborazione dati,IT,IT & Software,,,"Via Venti Settembre, 11",,,,overpass
MVitalia di Maurizio Voglino,IT,IT & Software,https://www.mvitalia.com,+39 3282730972,"Via Monsignor Marco Gerolamo Vida, 15b, 12051, Alba",Alba,,,overpass
Maint System,IT,IT & Software,,,"Via Giacomo Zanella, 90, 20832, Desio",Desio,,,overpass
GLDT Consulting,IT,IT & Software,,,,,,,overpass
Gananet,IT,IT & Software,,,"Via Guglielmo Marconi, 5, 38033, Cavalese",Cavalese,,,overpass
Record Data,IT,IT & Software,http://www.recorddata.it,+39 0721 840081,"Via Galileo Galilei, 26d",,,,overpass
Wemapp,IT,IT & Software,https://wemapp.eu,+39 0971 1652848,"Via della Tecnica, 24 scala B, 85100, Potenza",Potenza,,,overpass
Innovyou,IT,IT & Software,https://www.innovyou.it,+39 070 896 0140,"Via Giovanni Verga, 24, 09045, Quartu Sant'Elena",Quartu Sant'Elena,,,overpass
Web Project,IT,IT & Software,https://www.web-project.it,+39 079 984308,"Via degli Orti, 73, 07041, Alghero",Alghero,,,overpass
Mklab Centro Assistenza Informatica,IT,IT & Software,https://www.mklab.it,+39 0833 546149,"Corso Roma, 155, 73039, Tricase",Tricase,,,overpass
Tagetik,IT,IT & Software,http://www.tagetik.com,+39058396811,"Via Franklin Delano Roosevelt, 103, 55100",,https://www.linkedin.com/company/tagetik/,,overpass
Zucchetti,IT,IT & Software,,,"Viale Maria Boorman Ceccarini, 190",,,,overpass
Gianleo Canestrino,IT,IT & Software,,+39 3405685224,"via Genova, 5, 85021, Lagopesole",Lagopesole,,,overpass
Forma Srl,IT,IT & Software,https://www.webforma.it,+390444304125,"Corso Santi Felice e Fortunato, 242, 36100, Vicenza",Vicenza,,,overpass
Telemar,IT,IT & Software,https://www.telemar.it,,"Via Enrico Fermi, 235, 36100, Vicenza",Vicenza,,,overpass
Mead Informatica,IT,IT & Software,,,"Via Galileo Ferraris, 2",,,,overpass
Wide Academy,IT,IT & Software,https://wideacademy.it,+390458341329,"Via della Consortia, 23, 37127, Verona",Verona,,,overpass
ENAC Veneto,IT,IT & Software,https://www.enacveneto.it/verona,+390459209989,"Via San Giuseppe, 10, 37123, Verona",Verona,,,overpass
Net Genesis,IT,IT & Software,https://www.netgenesis.it,+39 0445 371061,"Via Brigata Mazzini, 23, 36016, Thiene",Thiene,,,overpass
ICT Dynamic,IT,IT & Software,https://ictdynamic.it,+39 06 98963276,"Via Caianello, 43, 00177, Roma",Roma,,,overpass
Made Siti Web,IT,IT & Software,https://www.madesitiweb.it,+39 329 8474892,"Via Selvette, 59, 20813, Bovisio Masciago",Bovisio Masciago,,,overpass
CAST SYS-DAT GROUP,IT,IT & Software,https://cast.sys-datgroup.com,+39 059 885711,"Viale Virgilio, 54g, 41123, Modena",Modena,https://www.linkedin.com/company/cast/,,overpass
CIA - Confederazione Italiana Agricoltori,IT,IT & Software,,,"Via Delle Puglie, 34, 82100",,,,overpass
Polyskills.it,IT,IT & Software,https://www.polyskills.it,,"Viale dei Lecci, 27, Comacchio",Comacchio,,,overpass
MG Informatica,IT,IT & Software,https://www.mginfo.it,,"Via Andrea Ercolani, 11b, 40026, Imola",Imola,,,overpass
Imola Informatica,IT,IT & Software,http://www.imolinfo.it,+39 0542 32640,"Via Selice, 66a, 40026, Imola",Imola,,,overpass
Sergio Vecchi & C. SNC,IT,IT & Software,https://www.sergiovecchi.it,+39 0547 81396,"Viale Giuseppe Mazzini, 148, Cesenatico",Cesenatico,,,overpass
Motta sistemi,IT,IT & Software,https://mottasistemi.it,+390362545530,"Via Alessandro Manzoni, 20, 20822, Seveso",Seveso,,,overpass
NemesiX Srl,IT,IT & Software,https://www.nemesix.it,+39 059 59 666 59,"Via Zappiano, 1c, Carpi",Carpi,,,overpass
GSI Soluzioni Informatiche,IT,IT & Software,,,"Via Giuseppe Garibaldi, 27, Monghidoro",Monghidoro,,,overpass
New Technology sas,IT,IT & Software,https://www.newtechnologysas.it,+3907331875106,"Via Piero Gobetti, 134, 62012, Civitanova Marche",Civitanova Marche,,,overpass
Microkey,IT,IT & Software,https://www.microkey.it,,"Via Giammatteo, 22, 73100, Lecce",Lecce,,,overpass
Euris,IT,IT & Software,https://www.euris.it,+39 040 89801,"Via Giovanni e Sebastiano Caboto, 19/1, 34147, Trieste",Trieste,,,overpass
levelzero.it - Consulenza Informatica,IT,IT & Software,https://www.levelzero.it,+39 371 1581953,"Via Nicola Giovanni Straniero, 46a, 76121, Barletta",Barletta,,,overpass
Backloop,IT,IT & Software,https://www.backloop.biz,+39 045 9971269,"Via degli Alpini, 2, 37121, Sona",Sona,,,overpass
Comunicazione e Immagine di David Coen,IT,IT & Software,https://davidcoen.it,+39 340 4601061,"Via Sesia, 2, 10155, Torino",Torino,,,overpass
Daniele Tomei,IT,IT & Software,,,,,,,overpass
Pasquale 'sid' Fiorillo - IT Security Auditor,IT,IT & Software,https://www.pasqualefiorillo.it,,"Via Antonio De Rienzo, 82100, Benevento",Benevento,,,overpass
Sbam Industrie Digitali,IT,IT & Software,,+39 071 9206708,"Piazza Aldo Moro, 2, 60018, Montemarciano",Montemarciano,,,overpass
TeknoTeam,IT,IT & Software,https://www.teknoteam.it,+39 0721 951062,"Strada San Vitale, 69b, 61039, San Costanzo",San Costanzo,,,overpass
Selda,IT,IT & Software,,,"Corso Montevideo, 15",,,,overpass
3 Bit Solutions,IT,IT & Software,,+39 078957895,"Via del Ghiozzo, 7, 07026, Olbia",Olbia,,,overpass
Dgcom S.r.l.,IT,IT & Software,https://www.dgcom.eu,+39 030 2053595,"Via Orzinuovi, 16e, 25125, Brescia",Brescia,,,overpass
SmartSiti,IT,IT & Software,,,"Via Imperatore Adriano, 73100, Lecce",Lecce,,,overpass
CPE Sistemi di Paolo Campora,IT,IT & Software,https://www.cpesistemi.it,+39 0184 1955996,"Corso Genova, 46, 18039, Ventimiglia",Ventimiglia,,,overpass
Developing.it,IT,IT & Software,https://www.developing.it,+39 0805220644,"Corso Vittorio Emanuele Secondo, 185, 70122, Bari",Bari,https://www.linkedin.com/company/developing/,,overpass
ITSERVICENET,IT,IT & Software,https://itservicenet.net,+39 3351901910,"Via Caduti di Nassirya, 153b, 37013, Caprino Veronese",Caprino Veronese,,,overpass
Levita srl,IT,IT & Software,https://www.levita.cloud,+39 075 5755592,"Via Alessandro Monteneri, 43, 06129, Perugia",Perugia,,,overpass
Istrice srl,IT,IT & Software,https://www.istricesrl.it,+39051374789,"Via Francesca Edera De Giovanni, 25/a, 40129, Bologna",Bologna,,,overpass
Synapta,IT,IT & Software,,,"Via San Quintino, 31, 10121, Torino",Torino,,,overpass
Ricoh Italia,IT,IT & Software,,,"Viale Martesana, 12, 20055, Vimodrone",Vimodrone,,,overpass
Antreem,IT,IT & Software,https://antreem.com,,"Via Provinciale Selice, 51, 40026, Imola",Imola,,,overpass
MathWorks Italia,IT,IT & Software,https://it.mathworks.com,+39 011 2274 700,"Via Antonio Giuseppe Bertola, 34, 10122, Torino",Torino,,,overpass
Laser Informatica,IT,IT & Software,,,"Viale Nazario Sauro, 65, 62019, Recanati",Recanati,,,overpass
Novus Studios,IT,IT & Software,https://novusstudios.it,,"Via Umbria, 16, 86170, Isernia",Isernia,,,overpass
Charta servizi e sistemi per il territorio e la storia ambientale,IT,IT & Software,http://www.chartasrl.eu/charta,,"Vico della Chiesa della Maddalena, 9 rosso",,,,overpass
Gruppo Sigla,IT,IT & Software,https://www.grupposigla.it,,"Via Camillo Finocchiaro Aprile, 31/5a",,,,overpass
Progetti Brescia S.r.l.,IT,IT & Software,,,"Via Europa, 185, 25062, Concesio",Concesio,,,overpass
Ivan Zaccaron,IT,IT & Software,https://www.ivanzaccaron.net,,"Via San Vito, 3, 38059, Castel Ivano",Castel Ivano,,,overpass
Iviso Lab,IT,IT & Software,,,,,,,overpass
Integrated Solutions SRL,IT,IT & Software,https://www.integratedsolutions.it,+39 011 3470850,"Corso Unione Sovietica 612, 612, 10135, Torino",Torino,,,overpass
CRESO,IT,IT & Software,,,,,,,overpass
Geologo Stefano Brugnaro,IT,IT & Software,http://www.geoesse.com,,"Via Batan, 5, 35010, San Giorgio delle Pertiche",San Giorgio delle Pertiche,,,overpass
Connecting Italia,IT,IT & Software,https://www.connectingitalia.it,+39036219003,"Via Trento, 2, 20847, Albiate",Albiate,,,overpass
TekSoft,IT,IT & Software,https://teksoft.it,+39 328 3822967,,,,,overpass
Neonevis Srl,IT,IT & Software,https://www.neonevis.it,,,,,,overpass
2M Digitech,IT,IT & Software,,,"Via Luigi Einaudi, 2, 20832, Desio",Desio,,,overpass
Nethesis,IT,IT & Software,https://www.nethesis.it,,"Strada degli Olmi, 12, 61122, Pesaro",Pesaro,,,overpass
Crispy Bacon Srl,IT,IT & Software,,,"Via Colonnello Adamo Scremin, 5, 36063, Marostica",Marostica,,,overpass
Dot Next,IT,IT & Software,https://www.dotnext.it,+39 010 7856343,"Via Pieve di Cadore, 18c rosso, 16164, Genova",Genova,,,overpass
NTT Data,IT,IT & Software,,,"Via Umberto Forti, 6, 56121",,,,overpass
Olivetti,IT,IT & Software,,,"Viale Regina Margherita, 62018, Porto Potenza Picena",Porto Potenza Picena,,,overpass
Purple soft,IT,IT & Software,https://www.purplesoft.io,+3903621483978,"Corso Dante Alighieri, 4, 20822, Seveso",Seveso,https://www.linkedin.com/company/purple-soft/,,overpass
Drone System / Grandalab / Seven Team,IT,IT & Software,,,"Via Bra, 1q",,,,overpass
WellVenice S.A.S. di Savonuzzi Cristina & C.,IT,IT & Software,,+393479779248,"Vicolo Giosuè Carducci, 5, 31050, Morgano",Morgano,,,overpass
