name,country,industry,website,phone,address,city,linkedin_url,google_maps_url,source
Bouwbedrijf Van Laar,NL,Construction,https://vanlaar.nl,+31 38 4470956,"Vlijtweg, 12, 8191JP, Wapenveld",Wapenveld,,,overpass
Protakt Engineering,NL,Construction,https://www.protakt.nl,+31 6 51966169,"Tingietersweg, 30, 2031ES, Haarlem",Haarlem,,,overpass
BouwRisk,NL,Construction,https://bouwrisk.nl,+31 40 707 93 70,"Esp, 228, 5633AC, Eindhoven",Eindhoven,,,overpass
PT-Structural,NL,Construction,https://www.pt-structural.com,+31 10 482 6850,"Boelewerf, 22, 2987VD, Ridderkerk",Ridderkerk,,,overpass
Powerspex,NL,Construction,https://powerspex.nl,+31 318 648 390,"Wildeman, 2, 3905TL, Veenendaal",Veenendaal,,,overpass
Enconsol,NL,Construction,https://www.enconsol.nl,+31 6 4325 3591,"Eckertstraat, 9, 8263CB, Kampen",Kampen,,,overpass
Aalberts Installaties,NL,Construction,https://www.aalbertsinstallaties.nl,+31 578 641 294,"Houtweg, 49, 8167PJ, Oene",Oene,,,overpass
Keurhorst Constructie,NL,Construction,http://keurhorstconstructie.nl,+31 55 540 0926,"De Brink, 3A, 7364BJ, Lieren",Lieren,,,overpass
INNAX,NL,Construction,https://www.innax.nl,+31 88 553 3000,"Oude Utrechtseweg, 26, 3743KN, Baarn",Baarn,,,overpass
Nobleo Technology,NL,Construction,https://nobleo-technology.nl,+31 40 82 00 182,"Heggeranklaan, 1, 5643BP, Eindhoven",Eindhoven,,,overpass
Bergevoet Doetinchem BV,NL,Construction,https://www.bergevoet.nl/#,,"Oudesluisweg, 9A, 7005GA, Doetinchem",Doetinchem,,,overpass
Lam Research,NL,Construction,https://www.lamresearch.com,,"Auke Vleerstraat, 3, 7521PE, Enschede",Enschede,,,overpass
reparaad,NL,Construction,https://reparaad.nl,,"Twekkeler Es, 49, 7547ST, Enschede",Enschede,,,overpass
Future Factory,NL,Construction,https://futurefactorytwente.nl,,"Capitool, 25, 7521PL, Enschede",Enschede,,,overpass
Aannemersbedrijf Tonnie Jansen BV,NL,Construction,https://www.tonniejansenbv.nl,,"Zeddamseweg, 11, 7075EA, Etten",Etten,,,overpass
Roel van der Heijden Bouwservice,NL,Construction,https://www.roelvanderheijdenbouwservice.nl,+31 6 52045204,"Beukenlaan, 14, 5382JW, Vinkel",Vinkel,,,overpass
G.V. Bouwservice brandbeveiliging,NL,Construction,http://www.gvbouwservicebrandbeveiliging.nl,+31 73 532 4585;+31 6 10893086,"Engelenstede, 3, 5382JG, Vinkel",Vinkel,,,overpass
Stubbe,NL,Construction,https://www.stubbe-waddinxveen.nl,,"Bredeweg, 118u, 2761KB, Zevenhuizen",Zevenhuizen,,,overpass
Mos Grondwatertechniek Rayon Zuid,NL,Construction,https://mos-grondwatertechniek.nl,+31 186 607 100,"Boonsweg, 11, 3274LH, Heinenoord",Heinenoord,,,overpass
PureBlue Water,NL,Construction,https://www.pureblue.nl,,"Gentsevaart, 21, 4565ER, Kapellebrug",Kapellebrug,,,overpass
Aannemersbedrijf M. Holtkamp,NL,Construction,https://mholtkampvof.nl,,"Metaalstraat, 2, 7483PD, Haaksbergen",Haaksbergen,,,overpass
Zwart Techniek,NL,Construction,https://www.zwarttechniek.com,,"Middenhavenstraat, 76, 1976CM, IJmuiden",IJmuiden,,,overpass
Ortageo West,NL,Construction,,,"Laurens Jzn. Costerstraat, 13E, 3261LH, Oud-Beijerland",Oud-Beijerland,,,overpass
Bouwonderneming van Pruijssen,NL,Construction,https://www.vanpruijssen.nl,,"Loverenbeemd, 1, 5111CX, Baarle-Nassau",Baarle-Nassau,,,overpass
Stokhorst,NL,Construction,https://www.stokhorst.com,,"Elsbeekweg, 2, 7557CC, Hengelo",Hengelo,,,overpass
Installatie Coöperatie Nederland,NL,Construction,,,"Brinkstraat, 3, 7683BM, Den Ham",Den Ham,,,overpass
DT Hydraulics,NL,Construction,https://www.dt-hydraulics.nl,+31 180 790 050,"Noordbaan, 801, 2841MG, Moordrecht",Moordrecht,,,overpass
Notebomer Surhuisterveen,NL,Construction,https://notebomersurhuisterveen.nl,+31 512 820 221,"Zoom, 7, 9231DX, Surhuisterveen",Surhuisterveen,,,overpass
Duyts Bouwconstructies BV,NL,Construction,https://www.duyts.nl,+31 20 684 7475,"Van Slingelandtstraat, 28, 1051CH, Amsterdam",Amsterdam,,,overpass
Toekomstgroep,NL,Construction,https://www.toekomstgroep.nl,,"Gedeputeerde Laanweg, 47, 1619PB, Andijk",Andijk,,,overpass
ProtoIoT,NL,Construction,https://www.protoiot.nl,,"Pater Jan de Vriesstraat, 42, 7126BM, Bredevoort",Bredevoort,,,overpass
Loon- en Aannemingsbedrijf van der Es,NL,Construction,https://vanderes.info,,"Felland, 2A, 9753TA, Haren Gn",Haren Gn,,,overpass
Niebouw,NL,Construction,https://www.niebouw.nl,,"Felland, 4, 9753TA, Haren Gn",Haren Gn,,,overpass
Kojo Engineering,NL,Construction,https://www.kojo.nl,+31 118 411 042,"Mercuriusweg, 8, 4382NC, Vlissingen",Vlissingen,,,overpass
Kwastimo//Rotiko,NL,Construction,,,"Logistiekweg, 6, 4387PK, Vlissingen",Vlissingen,,,overpass
Bouwbedrijf L. Jobse,NL,Construction,https://aannemersbedrijfjobse.nl,,"Zuidweg, 5, 4363SG, Aagtekerke",Aagtekerke,,,overpass
Peutz bv,NL,Construction,https://peutz.nl,,"Lindenlaan, 41, 6584AC, Molenhoek",Molenhoek,,,overpass
Bouwbedrijf Kremer en Zonen,NL,Construction,,,"Kwekersweg, 4, 9981GE, Uithuizen",Uithuizen,,,overpass
Bouwbedrijf De Ridder B.V.,NL,Construction,,,"Bovenhuizen, 52, 9981HB, Uithuizen",Uithuizen,,,overpass
Zetstra Bouwbedrijf,NL,Construction,https://www.zetstra.nl,+31 594 503 590,"Westerdijk, 15-I, 9811TB, Enumatil",Enumatil,,,overpass
Notebomers Bouwgroep,NL,Construction,https://www.notebomersbouwgroep.nl,+31 594 612 651,"De Wieren, 18, 9866AK, Lutjegast",Lutjegast,,,overpass
Fa. W. de Wit en Zn.,NL,Construction,https://www.dewitboerakker.nl,+31 594 549 019,"Hoofdweg, 7, 9361PA, Boerakker",Boerakker,,,overpass
Paulissen,NL,Construction,https://paulissen-gww.nl,,"Nieuwkerksedijk, 25, 5051HS, Goirle",Goirle,,,overpass
Eenhoog Bouwservice,NL,Construction,https://eenhoog.nl,,"De Liesbosch, 8G, 3439LC, Nieuwegein",Nieuwegein,,,overpass
Gils Bouw,NL,Construction,https://www.gilsbso.nl,,"Industrieweg, 5, 7903AH, Hoogeveen",Hoogeveen,,,overpass
Brainworkz B.V.,NL,Construction,https://brainworkz.nl,+31 85 018 5862,"Tolgaarde, 15, 7642EZ, Wierden",Wierden,,,overpass
Katcon Engineering,NL,Construction,http://www.katcon.nl,+31 263 120 781,"Impact, 42, 6921RZ, Duiven",Duiven,,,overpass
Macon BV,NL,Construction,https://maconbv.eu,,"Sint Annaplein, 7, 5038TV, Tilburg",Tilburg,,,overpass
Artec,NL,Construction,https://www.artecparking.nl,+31 24 78 504 13,"Roggeweg, 28F, 6534AJ, Nijmegen",Nijmegen,,,overpass
Alferink-van Schieveen,NL,Construction,https://www.a-vs.nl,,"Dokter van Wiechenweg, 10, 8025BZ, Zwolle",Zwolle,,,overpass
Nieman,NL,Construction,https://www.nieman.nl,+31 38 4670030,"Dokter van Lookeren Campagneweg, 16, 8025BX, Zwolle",Zwolle,,,overpass
W. Tijmstra Bouw B.V.,NL,Construction,http://www.tijmstrabouw.nl,,"Ampèrestraat, 22A, 1446TS, Purmerend",Purmerend,,,overpass
J. Boom,NL,Construction,https://jboom.nl,+31 299 433 498,"Pascalstraat, 24, 1446TX, Purmerend",Purmerend,,,overpass
Bouwbedrijv Gebroeders Winkelaar,NL,Construction,https://www.bouwgarant.nl/aannemers/purmerend/bouwbedrijf-gebr-winkelaar,+31 299 462 707,"Ohmstraat, 4, 1446TD, Purmerend",Purmerend,,,overpass
Bouwbedrijf Heerooms,NL,Construction,https://bouwbedrijfheerooms.nl,+31 299 840 901,"Newtonstraat, 81, 1446VS, Purmerend",Purmerend,,,overpass
Bouwbedrijf Jonkers,NL,Construction,https://www.bouwbedrijfjonkers.nl,+31 299 461 499,"Einsteinstraat, 83, 1446VE, Purmerend",Purmerend,,,overpass
J. Bijlard Technisch Installatiebedrijf,NL,Construction,https://www.bijlardbv.nl,+31 35 6244800,"Franciscusweg, 4A, 1216SK, Hilversum",Hilversum,,,overpass
Wolbers Bouw en Renovatie,NL,Construction,https://www.wolbersbouw.nl,+31 599 587 858,"Viaductstraat, 114, 9561AG, Ter Apel",Ter Apel,,,overpass
Van der Veen Installatietechniek,NL,Construction,https://www.vdveenbv.nl,+31 599 587 489,"Viaductstraat, 84, 9561AE, Ter Apel",Ter Apel,,,overpass
Gebr. Scholten B.V.,NL,Construction,https://www.gs.nl,,"Steenkade, 3A, 1948NH, Beverwijk",Beverwijk,,,overpass
Smit's Bouwbedrijf Beverwijk,NL,Construction,,,"Parallelweg, 8, 1948NM, Beverwijk",Beverwijk,,,overpass
Pedak Meettechniek,NL,Construction,https://www.pedak.nl,+31 475 497424,"Roorveld, 1, 6093PL, Heythuysen",Heythuysen,https://www.linkedin.com/company/pedak-meettechniek/,,overpass
Coolen Engineering,NL,Construction,https://coolen-engineering.nl,+31475745599,"Roorveld, 2, 6093PL, Heythuysen",Heythuysen,,,overpass
Bouwbedrijf Vellinga Heeg,NL,Construction,https://www.vellingabouw.nl,+31 515 442278,"Osingahuzen, 18C, 8621XD, Heeg",Heeg,,,overpass
Huisman Etech Experts,NL,Construction,https://www.huismanetech.nl,+31 487 518 555,"Koningstraat, 101, 6651KK, Druten",Druten,,,overpass
Peerenboom Vastgoed- en Erfgoedadvies,NL,Construction,https://www.peerenboomvastgoedadvies.nl,,"Volkelseweg, 6, 5405NA, Uden",Uden,,,overpass
H2hOlland,NL,Construction,https://www.h2holland.com,+31 481 225199,"Bemmelseweg, 77, 6662PE, Elst",Elst,https://www.linkedin.com/company/h2holland/,,overpass
Roba Bouwbedrijf,NL,Construction,https://roba-elst.nl,,"Bemmelseweg, 81a, 6662PE, Elst",Elst,,,overpass
Teko Techniek BV,NL,Construction,https://tekotechniek.nl,+31 24 669 0217,"Bemmelseweg, 81k, 6662PE, Elst",Elst,,,overpass
Duflex Mechatronics,NL,Construction,https://www.duflexm.nl,+31 481 350493,"Kolk, 9, 6662WE, Elst",Elst,,,overpass
Bouwbedrijf De Vries,NL,Construction,https://devriesleeuwarden.nl,+31 58 212 9174,"Spanjaardslaan, 12a, 8917AT, Leeuwarden",Leeuwarden,,,overpass
NACO,NL,Construction,https://www.naco.nl,+31 88 348 1300,"Schenkkade, 49, 2595AR, 's-Gravenhage",'s-Gravenhage,,,overpass
BV Aannemersbedrijf B. van Hees en Zonen,NL,Construction,https://vanheesgroep.nl,,"De Liesbosch, 1, 3439LB, Nieuwegein",Nieuwegein,,,overpass
Nikkels,NL,Construction,https://nikkels.nl,+31 571 277 800,"Zuiderlaan, 1, 7391TZ, Twello",Twello,,,overpass
Nathan,NL,Construction,https://www.nathan.nl,,"Botterweg, 8, 8042PA, Zwolle",Zwolle,,,overpass
Beenen,NL,Construction,https://www.beenen.nl,,"Branderweg, 11, 8042PD, Zwolle",Zwolle,,,overpass
BRControls,NL,Construction,https://www.brcontrols.com,,"Branderweg, 3, 8042PD, Zwolle",Zwolle,,,overpass
Hydrauvision,NL,Construction,https://www.hydrauvision.com,+31 88 574 7000,"Buys Ballotstraat, 7, 4507DA, Schoondijke",Schoondijke,,,overpass
Mercuur Bouw,NL,Construction,https://www.mercuurbouw.nl,+31 299 321 010,"Polderweg, 3, 1446AA, Purmerend",Purmerend,,,overpass
De Jong,NL,Construction,https://www.dejongverduurzaamt.com/?page_id=3730,,"Voorstraat, 356, 3311CX, Dordrecht",Dordrecht,,,overpass
Cebro,NL,Construction,https://cebro.nl,,"Heermanszwet, 26A, 1435CD, Rijsenhout",Rijsenhout,,,overpass
TASS International,NL,Construction,https://tass.plm.automation.siemens.com,,"Automotive Campus, 15, 5708JZ, Helmond",Helmond,,,overpass
TASS International Safety Center,NL,Construction,,,"Automotive Campus, 10, 5708JZ, Helmond",Helmond,,,overpass
InMotion,NL,Construction,https://www.inmotion.tue.nl,,"Automotive Campus, 60, 5708JZ, Helmond",Helmond,,,overpass
DC Engineers,NL,Construction,,,"Chroomstraat, 36, 2718RR, Zoetermeer",Zoetermeer,,,overpass
De Aquanoom,NL,Construction,,,"Chroomstraat, 6, 2718RR, Zoetermeer",Zoetermeer,https://www.linkedin.com/company/de-aquanoom/,,overpass
Climatic Design Consult,NL,Construction,,,"Ruitersweg, 35, 1211KT, Hilversum",Hilversum,,,overpass
Pentacon,NL,Construction,https://pentacon.nl,,"Kuppersweg, 89, 2031EB, Haarlem",Haarlem,,,overpass
Voskamp,NL,Construction,https://www.voskampgroep.nl/!trash/contact/beveiligingstechniek-zwolle,,"Botterweg, 14A, 8042PA, Zwolle",Zwolle,,,overpass
Beele Engineering,NL,Construction,https://www.beele.com/nl,+31 543 461 629,"Industriestraat, 3, 7122AP, Aalten",Aalten,,,overpass
CRUX,NL,Construction,https://cruxbv.nl,+31 20 4943070,"Phoenixstraat, 28C, 2611AL, Delft",Delft,,,overpass
Bouwbederijf J. van Velde,NL,Construction,http://www.bouwbedrijf-jvanvelde.nl,+31 6 20346849,"Veldweg, 8c-2, 8181LR, Heerde",Heerde,,,overpass
De Groene Boog Construction V.O.F.,NL,Construction,,,"K.P. van der Mandelelaan, 50, 3062MB, Rotterdam",Rotterdam,,,overpass
De Groene Boog Maintenance B.V.,NL,Construction,,,"K.P. van der Mandelelaan, 50, 3062MB, Rotterdam",Rotterdam,,,overpass
Matro Engineering,NL,Construction,https://www.matro-engineering.nl,+31 252 683 443,"Pondweg, 13, 2153PK, Nieuw-Vennep",Nieuw-Vennep,https://www.linkedin.com/company/matro-engineering/,,overpass
ABB,NL,Construction,https://www.abb.com,,"Heertjeslaan, 6, 2629JG, Delft",Delft,https://www.linkedin.com/company/abb/,,overpass
Vacutech,NL,Construction,https://www.vacutech.nl,+31 15 870 1120,"Meerkamp, 2, 2635BE, Den Hoorn",Den Hoorn,,,overpass
Alpine Engineering,NL,Construction,https://www.alpine-engineering.com,,"Kleijweg, 44, 2635BR, Den Hoorn",Den Hoorn,,,overpass
Kropman,NL,Construction,https://kropman.nl/vestigingen/zwolle,,"Punterweg, 7D, 8042PB, Zwolle",Zwolle,,,overpass
Dijksterhuis bouwbedrijf,NL,Construction,https://www.dijksterhuis-bouw.nl,+31 595 432 491,"Industrieweg, 12b, 9981HJ, Uithuizen",Uithuizen,,,overpass
Bastiaan,NL,Construction,https://www.bastiaan-installatie.nl,,"Botterweg, 8, 8042PA, Zwolle",Zwolle,,,overpass
Yelloo,NL,Construction,https://www.yelloo.nl,,"Duurzaamheidstraat, 88, 8094SB, Hattemerbroek",Hattemerbroek,,,overpass
Ceetak Sealing Solutions,NL,Construction,https://ceetak.com,,"Industrieweg, 16, 6662PA, Elst",Elst,,,overpass
In Weelde,NL,Construction,https://www.inweelde.nl,+31 299 676 433,"Netwerk, 12, 1446WK, Purmerend",Purmerend,,,overpass
Faber Stukadoors,NL,Construction,https://www.faberstukadoors.nl,+31 599 700 257,"Viaductstraat, 58a, 9561AC, Ter Apel",Ter Apel,,,overpass
Oldelft Ultrasound,NL,Construction,https://www.oldelft.com,,"Heertjeslaan, 10, 2629JG, Delft",Delft,,,overpass
TNO Delft - Amstelpark - Bouwinnovatie Lab,NL,Construction,,,"Van Amstelpark, 8, 2629JJ, Delft",Delft,,,overpass
Brink,NL,Construction,https://brinkstaalbouw.nl,,"Anders Celsiusstraat, 17, 7442PB, Nijverdal",Nijverdal,,,overpass
Solidhome Group,NL,Construction,,,"Boylestraat, 21A, 6718XM, Ede",Ede,,,overpass
Cañete Electro & Groene Energie,NL,Construction,https://canete-electromontage.nl,+31 6 19908893,,,,,overpass
Delft Hyperloop,NL,Construction,https://www.delfthyperloop.nl,,"Stevinweg, 4, 2628CN, Delft",Delft,,,overpass
Veerhhuis Bouwsystemen,NL,Construction,https://www.veerhuis.eu,+31 299 324 243,,,,,overpass
Steel Framing Company,NL,Construction,https://www.steelframingholland.nl,+31 299 324 243,,,,,overpass
Bouwservice Noordholland,NL,Construction,https://bouwservicenoordholland.nl,+31 299 231 313,,,,,overpass
Eleo,NL,Construction,https://www.eleo.tech,,"Automotive Campus, 80, 5708JZ, Helmond",Helmond,,,overpass
TBP,NL,Construction,https://tbpbouw.nl,+31 75 6573750,"Vaartdijk, 1, 1521HR, Wormerveer",Wormerveer,,,overpass
DENS,NL,Construction,https://dens.one,+31 85 273 60 22,"Automotive Campus, 70, 5708JZ, Helmond",Helmond,,,overpass
Bellaart Bouw b.v.,NL,Construction,https://www.bellaartbouw.nl/menu/home.html,,,,,,overpass
RVSteel,NL,Construction,https://rvsteel.nl,+31 6 13043421,"Roorveld, 38a, 6093PL, Heythuysen",Heythuysen,,,overpass
Connect Bouw B.V.,NL,Construction,https://www.connectbouwbv.nl,+31 6 4137 8122,,,,,overpass
De Wolf Maritime Safety,NL,Construction,https://www.dewolfmaritime.com,,"Ostrea, 8, 4401PG, Yerseke",Yerseke,,,overpass
Van der Wiel,NL,Construction,,,,,,,overpass
CEMS,NL,Construction,https://cemsbv.nl,+31 20 4943070,"Pedro de Medinalaan, 3C, 1086XK, Amsterdam",Amsterdam,,,overpass
TWD,NL,Construction,https://twd.nl,+31 10 294 0374,"Marconistraat, 16, 3029AK, Rotterdam",Rotterdam,,,overpass
Pondera,NL,Construction,https://ponderaconsult.com,+31 88 7663372,"Amsterdamseweg, 13, 6814CM, Arnhem",Arnhem,,,overpass
Uticon,NL,Construction,https://www.uticon.com,+31 88 2011 700,"Philitelaan, 57, 5617AK, Eindhoven",Eindhoven,,,overpass
Nobleo Manufacturing,NL,Construction,https://www.nobleo-manufacturing.nl,+31 40 82 00 182,"Heggeranklaan, 1, 5643BP, Eindhoven",Eindhoven,,,overpass
Flow Engineering,NL,Construction,https://flow-engineering.com,+31 180 631160,"Benno Premselastraat, 99, 3059LJ, Rotterdam",Rotterdam,,,overpass
Desto Group,NL,Construction,,,"Sepia, 4A, 4401PN, Yerseke",Yerseke,,,overpass
Districon,NL,Construction,https://districon.nl,+31 88 348 5700,"Laan 1914, 35, 3818EX, Amersfoort",Amersfoort,,,overpass
Teneo Sales B.V.,NL,Construction,https://teneo-iot.com,+31 543 535 535,"Snelliusstraat, 22, 7102ED, Winterswijk",Winterswijk,,,overpass
Breed,NL,Construction,https://www.wijzijnbreed.nl,+31 118 465 256,,,,,overpass
Alstom,NL,Construction,https://www.alstom.com/nl/alstom-nederland,,,,,,overpass
Dicomob,NL,Construction,https://dicomob.com,,"Kaya Industria, 45",,,,overpass
Deltares,NL,Construction,,,"Rotterdamseweg, 185, 2629HD, Delft",Delft,https://www.linkedin.com/company/deltares/,,overpass
Bartec,NL,Construction,https://bartec.com,+31 180 410 588,,,,,overpass
